feature,GMM_Cluster,State,District
Odisha_Bhadrak,2,Odisha,Bhadrak
Odisha_Boudh,0,Odisha,Boudh
Odisha_Cuttack,0,Odisha,Cuttack
Odisha_Deogarh,7,Odisha,Deogarh
Odisha_Dhenkanal,7,Odisha,Dhenkanal
Odisha_Gajapati,0,Odisha,Gajapati
Odisha_Ganjam,2,Odisha,Ganjam
Odisha_Jagatsinghapur,2,Odisha,Jagatsinghapur
Odisha_Jajapur,7,Odisha,Jajapur
Odisha_Jharsuguda,7,Odisha,Jharsuguda
Odisha_Kalahandi,0,Odisha,Kalahandi
Odisha_Kandhamal,0,Odisha,Kandhamal
Odisha_Kendrapara,2,Odisha,Kendrapara
Odisha_Kendujhar,0,Odisha,Kendujhar
Odisha_Khordha,2,Odisha,Khordha
Odisha_Koraput,0,Odisha,Koraput
Odisha_Malkangiri,0,Odisha,Malkangiri
Odisha_Mayurbhanj,7,Odisha,Mayurbhanj
Odisha_Nabarangpur,0,Odisha,Nabarangpur
Odisha_Nayagarh,0,Odisha,Nayagarh
Odisha_Nuapada,7,Odisha,Nuapada
Odisha_Puri,10,Odisha,Puri
Odisha_Rayagada,0,Odisha,Rayagada
Odisha_Sambalpur,7,Odisha,Sambalpur
Odisha_Sonepur,12,Odisha,Sonepur
Odisha_Sundargarh,7,Odisha,Sundargarh
Puducherry_Karaikal,11,Puducherry,Karaikal
Puducherry_Pondicherry,11,Puducherry,Pondicherry
Punjab_Amritsar,3,Punjab,Amritsar
Punjab_Barnala,3,Punjab,Barnala
Punjab_Bathinda,9,Punjab,Bathinda
Punjab_Faridkot,9,Punjab,Faridkot
Punjab_Fatehgarh Sahib,3,Punjab,Fatehgarh Sahib
Punjab_Fazilka,9,Punjab,Fazilka
Punjab_Ferozepur,3,Punjab,Ferozepur
Punjab_Gurdaspur,3,Punjab,Gurdaspur
Punjab_Hoshiarpur,3,Punjab,Hoshiarpur
Punjab_Jalandhar,3,Punjab,Jalandhar
Punjab_Kapurthala,3,Punjab,Kapurthala
Punjab_Ludhiana,3,Punjab,Ludhiana
Punjab_Malerkotla,3,Punjab,Malerkotla
Punjab_Mansa,9,Punjab,Mansa
Punjab_Moga,3,Punjab,Moga
Punjab_Pathankot,3,Punjab,Pathankot
Punjab_Patiala,3,Punjab,Patiala
Punjab_Rupnagar,3,Punjab,Rupnagar
Punjab_S.a.s Nagar,3,Punjab,S.a.s Nagar
Punjab_Sangrur,3,Punjab,Sangrur
Punjab_Shahid Bhagat Singh Nagar,3,Punjab,Shahid Bhagat Singh Nagar
Punjab_Sri Muktsar Sahib,9,Punjab,Sri Muktsar Sahib
Punjab_Tarn Taran,3,Punjab,Tarn Taran
Rajasthan_Ajmer,9,Rajasthan,Ajmer
Rajasthan_Alwar,9,Rajasthan,Alwar
Rajasthan_Anoopgarh,10,Rajasthan,Anoopgarh
Rajasthan_Balotra,10,Rajasthan,Balotra
Rajasthan_Banswara,12,Rajasthan,Banswara
Rajasthan_Baran,12,Rajasthan,Baran
Rajasthan_Barmer,10,Rajasthan,Barmer
Rajasthan_Beawar,9,Rajasthan,Beawar
Rajasthan_Bharatpur,9,Rajasthan,Bharatpur
Rajasthan_Bhilwara,9,Rajasthan,Bhilwara
Rajasthan_Bikaner,10,Rajasthan,Bikaner
Rajasthan_Bundi,9,Rajasthan,Bundi
Rajasthan_Chittorgarh,9,Rajasthan,Chittorgarh
Rajasthan_Churu,10,Rajasthan,Churu
Rajasthan_Dausa,9,Rajasthan,Dausa
Rajasthan_Deeg,9,Rajasthan,Deeg
Rajasthan_Dholpur,9,Rajasthan,Dholpur
Rajasthan_Didwana Kuchaman,10,Rajasthan,Didwana Kuchaman
Rajasthan_Dudu,9,Rajasthan,Dudu
Rajasthan_Dungarpur,7,Rajasthan,Dungarpur
Rajasthan_Ganganagar,10,Rajasthan,Ganganagar
Rajasthan_Gangapurcity,9,Rajasthan,Gangapurcity
Rajasthan_Hanumangarh,10,Rajasthan,Hanumangarh
Rajasthan_Jaipur,9,Rajasthan,Jaipur
Rajasthan_Jaipur Gramin,9,Rajasthan,Jaipur Gramin
Rajasthan_Jaisalmer,10,Rajasthan,Jaisalmer
Rajasthan_Jalore,10,Rajasthan,Jalore
Rajasthan_Jhalawar,12,Rajasthan,Jhalawar
Rajasthan_Jhunjhunu,10,Rajasthan,Jhunjhunu
Rajasthan_Jodhpur,10,Rajasthan,Jodhpur
Rajasthan_Jodhpur Gramin,10,Rajasthan,Jodhpur Gramin
Rajasthan_Karauli,9,Rajasthan,Karauli
Rajasthan_Kekri,9,Rajasthan,Kekri
Rajasthan_Khairthal-Tijara,9,Rajasthan,Khairthal-Tijara
Rajasthan_Kota,12,Rajasthan,Kota
Rajasthan_Kotputli-Behror,9,Rajasthan,Kotputli-Behror
Rajasthan_Nagaur,10,Rajasthan,Nagaur
Rajasthan_Neem Ka Thana,9,Rajasthan,Neem Ka Thana
Rajasthan_Pali,9,Rajasthan,Pali
Rajasthan_Phalodi,10,Rajasthan,Phalodi
Rajasthan_Pratapgarh,12,Rajasthan,Pratapgarh
Rajasthan_Rajsamand,9,Rajasthan,Rajsamand
Rajasthan_Salumbar,9,Rajasthan,Salumbar
Rajasthan_Sawai Madhopur,9,Rajasthan,Sawai Madhopur
Rajasthan_Shahpura,9,Rajasthan,Shahpura
Rajasthan_Sikar,10,Rajasthan,Sikar
Rajasthan_Sirohi,9,Rajasthan,Sirohi
Rajasthan_Tonk,9,Rajasthan,Tonk
Rajasthan_Udaipur,9,Rajasthan,Udaipur
Sikkim_Gangtok,13,Sikkim,Gangtok
Sikkim_Gyalshing,13,Sikkim,Gyalshing
Sikkim_Mangan,1,Sikkim,Mangan
Sikkim_Namchi,13,Sikkim,Namchi
Sikkim_Pakyong,13,Sikkim,Pakyong
Sikkim_Soreng,5,Sikkim,Soreng
Tamil Nadu_Ariyalur,11,Tamil Nadu,Ariyalur
Tamil Nadu_Chengalpattu,11,Tamil Nadu,Chengalpattu
Tamil Nadu_Chennai,11,Tamil Nadu,Chennai
Tamil Nadu_Coimbatore,8,Tamil Nadu,Coimbatore
Tamil Nadu_Cuddalore,11,Tamil Nadu,Cuddalore
Tamil Nadu_Dharmapuri,11,Tamil Nadu,Dharmapuri
Tamil Nadu_Dindigul,11,Tamil Nadu,Dindigul
Tamil Nadu_Erode,0,Tamil Nadu,Erode
Tamil Nadu_Kallakurichi,11,Tamil Nadu,Kallakurichi
Tamil Nadu_Kanchipuram,11,Tamil Nadu,Kanchipuram
Tamil Nadu_Kanniyakumari,11,Tamil Nadu,Kanniyakumari
Tamil Nadu_Karur,11,Tamil Nadu,Karur
Tamil Nadu_Krishnagiri,2,Tamil Nadu,Krishnagiri
Tamil Nadu_Madurai,11,Tamil Nadu,Madurai
Tamil Nadu_Mayiladuthurai,11,Tamil Nadu,Mayiladuthurai
Tamil Nadu_Nagapattinam,11,Tamil Nadu,Nagapattinam
Tamil Nadu_Namakkal,11,Tamil Nadu,Namakkal
Tamil Nadu_Perambalur,11,Tamil Nadu,Perambalur
Tamil Nadu_Pudukkottai,11,Tamil Nadu,Pudukkottai
Tamil Nadu_Ramanathapuram,11,Tamil Nadu,Ramanathapuram
Tamil Nadu_Ranipet,11,Tamil Nadu,Ranipet
Tamil Nadu_Salem,11,Tamil Nadu,Salem
Tamil Nadu_Sivaganga,11,Tamil Nadu,Sivaganga
Tamil Nadu_Tenkasi,11,Tamil Nadu,Tenkasi
Tamil Nadu_Thanjavur,11,Tamil Nadu,Thanjavur
Tamil Nadu_The Nilgiris,14,Tamil Nadu,The Nilgiris
Tamil Nadu_Theni,11,Tamil Nadu,Theni
Tamil Nadu_Thiruvallur,11,Tamil Nadu,Thiruvallur
Tamil Nadu_Thiruvarur,11,Tamil Nadu,Thiruvarur
Tamil Nadu_Tiruchirappalli,11,Tamil Nadu,Tiruchirappalli
Tamil Nadu_Tirunelveli,11,Tamil Nadu,Tirunelveli
Tamil Nadu_Tirupathur,11,Tamil Nadu,Tirupathur
Tamil Nadu_Tiruppur,11,Tamil Nadu,Tiruppur
Tamil Nadu_Tiruvannamalai,11,Tamil Nadu,Tiruvannamalai
Tamil Nadu_Tuticorin,11,Tamil Nadu,Tuticorin
Tamil Nadu_Vellore,11,Tamil Nadu,Vellore
Tamil Nadu_Villupuram,11,Tamil Nadu,Villupuram
Tamil Nadu_Virudhunagar,11,Tamil Nadu,Virudhunagar
Telangana_Adilabad,2,Telangana,Adilabad
Telangana_Bhadradri Kothagudem,12,Telangana,Bhadradri Kothagudem
Telangana_Hanumakonda,2,Telangana,Hanumakonda
Telangana_Hyderabad,2,Telangana,Hyderabad
Telangana_Jagitial,12,Telangana,Jagitial
Telangana_Jangoan,2,Telangana,Jangoan
Telangana_Jayashankar Bhupalapally,12,Telangana,Jayashankar Bhupalapally
Telangana_Jogulamba Gadwal,12,Telangana,Jogulamba Gadwal
Telangana_Kamareddy,12,Telangana,Kamareddy
Telangana_Karimnagar,2,Telangana,Karimnagar
Telangana_Khammam,2,Telangana,Khammam
Telangana_Kumuram Bheem Asifabad,12,Telangana,Kumuram Bheem Asifabad
Telangana_Mahabubabad,2,Telangana,Mahabubabad
Telangana_Mahabubnagar,2,Telangana,Mahabubnagar
Telangana_Mancherial,12,Telangana,Mancherial
Telangana_Medak,2,Telangana,Medak
Telangana_Medchal Malkajgiri,2,Telangana,Medchal Malkajgiri
Telangana_Mulugu,12,Telangana,Mulugu
Telangana_Nagarkurnool,2,Telangana,Nagarkurnool
Telangana_Nalgonda,2,Telangana,Nalgonda
Telangana_Narayanpet,12,Telangana,Narayanpet
Telangana_Nirmal,12,Telangana,Nirmal
Telangana_Nizamabad,12,Telangana,Nizamabad
Telangana_Peddapalli,12,Telangana,Peddapalli
Telangana_Rajanna Sircilla,2,Telangana,Rajanna Sircilla
Telangana_Ranga Reddy,2,Telangana,Ranga Reddy
Telangana_Sangareddy,12,Telangana,Sangareddy
Telangana_Siddipet,2,Telangana,Siddipet
Telangana_Suryapet,2,Telangana,Suryapet
Telangana_Vikarabad,12,Telangana,Vikarabad
Telangana_Wanaparthy,12,Telangana,Wanaparthy
Telangana_Warangal,2,Telangana,Warangal
Telangana_Yadadri Bhuvanagiri,2,Telangana,Yadadri Bhuvanagiri
Tripura_Dhalai,8,Tripura,Dhalai
Tripura_Gomati,8,Tripura,Gomati
Tripura_Khowai,8,Tripura,Khowai
Tripura_North Tripura,8,Tripura,North Tripura
Tripura_Sepahijala,8,Tripura,Sepahijala
Tripura_South Tripura,8,Tripura,South Tripura
Tripura_Unakoti,8,Tripura,Unakoti
Tripura_West Tripura,8,Tripura,West Tripura
Uttar Pradesh_Agra,9,Uttar Pradesh,Agra
Uttar Pradesh_Aligarh,9,Uttar Pradesh,Aligarh
Uttar Pradesh_Ambedkar Nagar,7,Uttar Pradesh,Ambedkar Nagar
Uttar Pradesh_Amethi,9,Uttar Pradesh,Amethi
Uttar Pradesh_Amroha,3,Uttar Pradesh,Amroha
Uttar Pradesh_Auraiya,9,Uttar Pradesh,Auraiya
Uttar Pradesh_Ayodhya,9,Uttar Pradesh,Ayodhya
Uttar Pradesh_Azamgarh,7,Uttar Pradesh,Azamgarh
Uttar Pradesh_Baghpat,3,Uttar Pradesh,Baghpat
Uttar Pradesh_Bahraich,7,Uttar Pradesh,Bahraich
Uttar Pradesh_Ballia,7,Uttar Pradesh,Ballia
Uttar Pradesh_Balrampur,7,Uttar Pradesh,Balrampur
Uttar Pradesh_Banda,9,Uttar Pradesh,Banda
Uttar Pradesh_Barabanki,9,Uttar Pradesh,Barabanki
Uttar Pradesh_Bareilly,3,Uttar Pradesh,Bareilly
Uttar Pradesh_Basti,7,Uttar Pradesh,Basti
Uttar Pradesh_Bhadohi,9,Uttar Pradesh,Bhadohi
Uttar Pradesh_Bijnor,3,Uttar Pradesh,Bijnor
Uttar Pradesh_Budaun,9,Uttar Pradesh,Budaun
Uttar Pradesh_Bulandshahr,9,Uttar Pradesh,Bulandshahr
Uttar Pradesh_Chandauli,7,Uttar Pradesh,Chandauli
Uttar Pradesh_Chitrakoot,9,Uttar Pradesh,Chitrakoot
Uttar Pradesh_Deoria,7,Uttar Pradesh,Deoria
Uttar Pradesh_Etah,9,Uttar Pradesh,Etah
Uttar Pradesh_Etawah,9,Uttar Pradesh,Etawah
Uttar Pradesh_Farrukhabad,9,Uttar Pradesh,Farrukhabad
Uttar Pradesh_Fatehpur,9,Uttar Pradesh,Fatehpur
Uttar Pradesh_Firozabad,9,Uttar Pradesh,Firozabad
Uttar Pradesh_Gautam Buddha Nagar,9,Uttar Pradesh,Gautam Buddha Nagar
Uttar Pradesh_Ghaziabad,3,Uttar Pradesh,Ghaziabad
Uttar Pradesh_Ghazipur,7,Uttar Pradesh,Ghazipur
Uttar Pradesh_Gonda,7,Uttar Pradesh,Gonda
Uttar Pradesh_Gorakhpur,7,Uttar Pradesh,Gorakhpur
Uttar Pradesh_Hamirpur,9,Uttar Pradesh,Hamirpur
Uttar Pradesh_Hapur,3,Uttar Pradesh,Hapur
Uttar Pradesh_Hardoi,9,Uttar Pradesh,Hardoi
Uttar Pradesh_Hathras,9,Uttar Pradesh,Hathras
Uttar Pradesh_Jalaun,9,Uttar Pradesh,Jalaun
Uttar Pradesh_Jaunpur,9,Uttar Pradesh,Jaunpur
Uttar Pradesh_Jhansi,9,Uttar Pradesh,Jhansi
Uttar Pradesh_Kannauj,9,Uttar Pradesh,Kannauj
Uttar Pradesh_Kanpur Dehat,9,Uttar Pradesh,Kanpur Dehat
Uttar Pradesh_Kanpur Nagar,9,Uttar Pradesh,Kanpur Nagar
Uttar Pradesh_Kasganj,9,Uttar Pradesh,Kasganj
Uttar Pradesh_Kaushambi,9,Uttar Pradesh,Kaushambi
Uttar Pradesh_Kheri,7,Uttar Pradesh,Kheri
Uttar Pradesh_Kushi Nagar,7,Uttar Pradesh,Kushi Nagar
Uttar Pradesh_Lalitpur,9,Uttar Pradesh,Lalitpur
Uttar Pradesh_Lucknow,9,Uttar Pradesh,Lucknow
Uttar Pradesh_Maharajganj,7,Uttar Pradesh,Maharajganj
Uttar Pradesh_Mahoba,9,Uttar Pradesh,Mahoba
Uttar Pradesh_Mainpuri,9,Uttar Pradesh,Mainpuri
Uttar Pradesh_Mathura,9,Uttar Pradesh,Mathura
Uttar Pradesh_Mau,7,Uttar Pradesh,Mau
Uttar Pradesh_Meerut,3,Uttar Pradesh,Meerut
Uttar Pradesh_Mirzapur,7,Uttar Pradesh,Mirzapur
Uttar Pradesh_Moradabad,3,Uttar Pradesh,Moradabad
Uttar Pradesh_Muzaffarnagar,3,Uttar Pradesh,Muzaffarnagar
Uttar Pradesh_Pilibhit,3,Uttar Pradesh,Pilibhit
Uttar Pradesh_Pratapgarh,9,Uttar Pradesh,Pratapgarh
Uttar Pradesh_Prayagraj,9,Uttar Pradesh,Prayagraj
Uttar Pradesh_Rae Bareli,9,Uttar Pradesh,Rae Bareli
Uttar Pradesh_Rampur,3,Uttar Pradesh,Rampur
Uttar Pradesh_Saharanpur,3,Uttar Pradesh,Saharanpur
Uttar Pradesh_Sambhal,9,Uttar Pradesh,Sambhal
Uttar Pradesh_Sant Kabeer Nagar,7,Uttar Pradesh,Sant Kabeer Nagar
Uttar Pradesh_Shahjahanpur,9,Uttar Pradesh,Shahjahanpur
Uttar Pradesh_Shamli,3,Uttar Pradesh,Shamli
Uttar Pradesh_Shravasti,7,Uttar Pradesh,Shravasti
Uttar Pradesh_Siddharth Nagar,7,Uttar Pradesh,Siddharth Nagar
Uttar Pradesh_Sitapur,9,Uttar Pradesh,Sitapur
Uttar Pradesh_Sonbhadra,7,Uttar Pradesh,Sonbhadra
Uttar Pradesh_Sultanpur,9,Uttar Pradesh,Sultanpur
Uttar Pradesh_Unnao,9,Uttar Pradesh,Unnao
Uttar Pradesh_Varanasi,9,Uttar Pradesh,Varanasi
Uttarakhand_Almora,6,Uttarakhand,Almora
Uttarakhand_Bageshwar,13,Uttarakhand,Bageshwar
Uttarakhand_Chamoli,1,Uttarakhand,Chamoli
Uttarakhand_Champawat,5,Uttarakhand,Champawat
Uttarakhand_Dehradun,6,Uttarakhand,Dehradun
Uttarakhand_Haridwar,3,Uttarakhand,Haridwar
Uttarakhand_Nainital,14,Uttarakhand,Nainital
Uttarakhand_Pauri Garhwal,6,Uttarakhand,Pauri Garhwal
Uttarakhand_Pithoragarh,1,Uttarakhand,Pithoragarh
Uttarakhand_Rudra Prayag,13,Uttarakhand,Rudra Prayag
Uttarakhand_Tehri Garhwal,6,Uttarakhand,Tehri Garhwal
Uttarakhand_Udam Singh Nagar,3,Uttarakhand,Udam Singh Nagar
Uttarakhand_Uttar Kashi,1,Uttarakhand,Uttar Kashi
West Bengal_24 Paraganas North,12,West Bengal,24 Paraganas North
West Bengal_24 Paraganas South,12,West Bengal,24 Paraganas South
West Bengal_Alipurduar,8,West Bengal,Alipurduar
West Bengal_Bankura,7,West Bengal,Bankura
West Bengal_Birbhum,7,West Bengal,Birbhum
West Bengal_Coochbehar,8,West Bengal,Coochbehar
West Bengal_Darjeeling,14,West Bengal,Darjeeling
West Bengal_Dinajpur Dakshin,7,West Bengal,Dinajpur Dakshin
West Bengal_Dinajpur Uttar,7,West Bengal,Dinajpur Uttar
West Bengal_Hooghly,7,West Bengal,Hooghly
West Bengal_Howrah,12,West Bengal,Howrah
West Bengal_Jalpaiguri,8,West Bengal,Jalpaiguri
West Bengal_Jhargram,7,West Bengal,Jhargram
West Bengal_Kalimpong,14,West Bengal,Kalimpong
West Bengal_Kolkata,12,West Bengal,Kolkata
West Bengal_Maldah,7,West Bengal,Maldah
West Bengal_Medinipur East,7,West Bengal,Medinipur East
West Bengal_Medinipur West,7,West Bengal,Medinipur West
West Bengal_Murshidabad,7,West Bengal,Murshidabad
West Bengal_Nadia,7,West Bengal,Nadia
West Bengal_Paschim Bardhaman,7,West Bengal,Paschim Bardhaman
West Bengal_Purba Bardhaman,7,West Bengal,Purba Bardhaman
West Bengal_Purulia,7,West Bengal,Purulia
