feature,KMeans_Cluster,State,District
Odisha_Bhadrak,13,Odisha,Bhadrak
Odisha_Boudh,5,Odisha,Boudh
Odisha_Cuttack,4,Odisha,Cuttack
Odisha_Deogarh,4,Odisha,Deogarh
Odisha_Dhenkanal,4,Odisha,Dhenkanal
Odisha_Gajapati,4,Odisha,Gajapati
Odisha_Ganjam,13,Odisha,Ganjam
Odisha_Jagatsinghapur,13,Odisha,Jagatsinghapur
Odisha_Jajapur,4,Odisha,Jajapur
Odisha_Jharsuguda,4,Odisha,Jharsuguda
Odisha_Kalahandi,4,Odisha,Kalahandi
Odisha_Kandhamal,4,Odisha,Kandhamal
Odisha_Kendrapara,13,Odisha,Kendrapara
Odisha_Kendujhar,4,Odisha,Kendujhar
Odisha_Khordha,13,Odisha,Khordha
Odisha_Koraput,4,Odisha,Koraput
Odisha_Malkangiri,4,Odisha,Malkangiri
Odisha_Mayurbhanj,4,Odisha,Mayurbhanj
Odisha_Nabarangpur,4,Odisha,Nabarangpur
Odisha_Nayagarh,4,Odisha,Nayagarh
Odisha_Nuapada,4,Odisha,Nuapada
Odisha_Puri,10,Odisha,Puri
Odisha_Rayagada,4,Odisha,Rayagada
Odisha_Sambalpur,4,Odisha,Sambalpur
Odisha_Sonepur,5,Odisha,Sonepur
Odisha_Sundargarh,4,Odisha,Sundargarh
Puducherry_Karaikal,6,Puducherry,Karaikal
Puducherry_Pondicherry,6,Puducherry,Pondicherry
Punjab_Amritsar,0,Punjab,Amritsar
Punjab_Barnala,0,Punjab,Barnala
Punjab_Bathinda,0,Punjab,Bathinda
Punjab_Faridkot,0,Punjab,Faridkot
Punjab_Fatehgarh Sahib,0,Punjab,Fatehgarh Sahib
Punjab_Fazilka,0,Punjab,Fazilka
Punjab_Ferozepur,0,Punjab,Ferozepur
Punjab_Gurdaspur,0,Punjab,Gurdaspur
Punjab_Hoshiarpur,0,Punjab,Hoshiarpur
Punjab_Jalandhar,0,Punjab,Jalandhar
Punjab_Kapurthala,0,Punjab,Kapurthala
Punjab_Ludhiana,0,Punjab,Ludhiana
Punjab_Malerkotla,0,Punjab,Malerkotla
Punjab_Mansa,0,Punjab,Mansa
Punjab_Moga,0,Punjab,Moga
Punjab_Pathankot,0,Punjab,Pathankot
Punjab_Patiala,0,Punjab,Patiala
Punjab_Rupnagar,0,Punjab,Rupnagar
Punjab_S.a.s Nagar,0,Punjab,S.a.s Nagar
Punjab_Sangrur,0,Punjab,Sangrur
Punjab_Shahid Bhagat Singh Nagar,0,Punjab,Shahid Bhagat Singh Nagar
Punjab_Sri Muktsar Sahib,0,Punjab,Sri Muktsar Sahib
Punjab_Tarn Taran,0,Punjab,Tarn Taran
Rajasthan_Ajmer,0,Rajasthan,Ajmer
Rajasthan_Alwar,0,Rajasthan,Alwar
Rajasthan_Anoopgarh,10,Rajasthan,Anoopgarh
Rajasthan_Balotra,10,Rajasthan,Balotra
Rajasthan_Banswara,5,Rajasthan,Banswara
Rajasthan_Baran,5,Rajasthan,Baran
Rajasthan_Barmer,10,Rajasthan,Barmer
Rajasthan_Beawar,0,Rajasthan,Beawar
Rajasthan_Bharatpur,0,Rajasthan,Bharatpur
Rajasthan_Bhilwara,0,Rajasthan,Bhilwara
Rajasthan_Bikaner,10,Rajasthan,Bikaner
Rajasthan_Bundi,0,Rajasthan,Bundi
Rajasthan_Chittorgarh,0,Rajasthan,Chittorgarh
Rajasthan_Churu,10,Rajasthan,Churu
Rajasthan_Dausa,0,Rajasthan,Dausa
Rajasthan_Deeg,0,Rajasthan,Deeg
Rajasthan_Dholpur,0,Rajasthan,Dholpur
Rajasthan_Didwana Kuchaman,10,Rajasthan,Didwana Kuchaman
Rajasthan_Dudu,0,Rajasthan,Dudu
Rajasthan_Dungarpur,4,Rajasthan,Dungarpur
Rajasthan_Ganganagar,10,Rajasthan,Ganganagar
Rajasthan_Gangapurcity,0,Rajasthan,Gangapurcity
Rajasthan_Hanumangarh,10,Rajasthan,Hanumangarh
Rajasthan_Jaipur,0,Rajasthan,Jaipur
Rajasthan_Jaipur Gramin,0,Rajasthan,Jaipur Gramin
Rajasthan_Jaisalmer,10,Rajasthan,Jaisalmer
Rajasthan_Jalore,10,Rajasthan,Jalore
Rajasthan_Jhalawar,5,Rajasthan,Jhalawar
Rajasthan_Jhunjhunu,10,Rajasthan,Jhunjhunu
Rajasthan_Jodhpur,10,Rajasthan,Jodhpur
Rajasthan_Jodhpur Gramin,10,Rajasthan,Jodhpur Gramin
Rajasthan_Karauli,0,Rajasthan,Karauli
Rajasthan_Kekri,0,Rajasthan,Kekri
Rajasthan_Khairthal-Tijara,0,Rajasthan,Khairthal-Tijara
Rajasthan_Kota,5,Rajasthan,Kota
Rajasthan_Kotputli-Behror,0,Rajasthan,Kotputli-Behror
Rajasthan_Nagaur,10,Rajasthan,Nagaur
Rajasthan_Neem Ka Thana,0,Rajasthan,Neem Ka Thana
Rajasthan_Pali,0,Rajasthan,Pali
Rajasthan_Phalodi,10,Rajasthan,Phalodi
Rajasthan_Pratapgarh,5,Rajasthan,Pratapgarh
Rajasthan_Rajsamand,0,Rajasthan,Rajsamand
Rajasthan_Salumbar,0,Rajasthan,Salumbar
Rajasthan_Sawai Madhopur,0,Rajasthan,Sawai Madhopur
Rajasthan_Shahpura,0,Rajasthan,Shahpura
Rajasthan_Sikar,10,Rajasthan,Sikar
Rajasthan_Sirohi,0,Rajasthan,Sirohi
Rajasthan_Tonk,0,Rajasthan,Tonk
Rajasthan_Udaipur,0,Rajasthan,Udaipur
Sikkim_Gangtok,7,Sikkim,Gangtok
Sikkim_Gyalshing,7,Sikkim,Gyalshing
Sikkim_Mangan,2,Sikkim,Mangan
Sikkim_Namchi,7,Sikkim,Namchi
Sikkim_Pakyong,7,Sikkim,Pakyong
Sikkim_Soreng,7,Sikkim,Soreng
Tamil Nadu_Ariyalur,9,Tamil Nadu,Ariyalur
Tamil Nadu_Chengalpattu,9,Tamil Nadu,Chengalpattu
Tamil Nadu_Chennai,6,Tamil Nadu,Chennai
Tamil Nadu_Coimbatore,12,Tamil Nadu,Coimbatore
Tamil Nadu_Cuddalore,9,Tamil Nadu,Cuddalore
Tamil Nadu_Dharmapuri,9,Tamil Nadu,Dharmapuri
Tamil Nadu_Dindigul,9,Tamil Nadu,Dindigul
Tamil Nadu_Erode,9,Tamil Nadu,Erode
Tamil Nadu_Kallakurichi,9,Tamil Nadu,Kallakurichi
Tamil Nadu_Kanchipuram,9,Tamil Nadu,Kanchipuram
Tamil Nadu_Kanniyakumari,9,Tamil Nadu,Kanniyakumari
Tamil Nadu_Karur,9,Tamil Nadu,Karur
Tamil Nadu_Krishnagiri,9,Tamil Nadu,Krishnagiri
Tamil Nadu_Madurai,9,Tamil Nadu,Madurai
Tamil Nadu_Mayiladuthurai,6,Tamil Nadu,Mayiladuthurai
Tamil Nadu_Nagapattinam,6,Tamil Nadu,Nagapattinam
Tamil Nadu_Namakkal,9,Tamil Nadu,Namakkal
Tamil Nadu_Perambalur,9,Tamil Nadu,Perambalur
Tamil Nadu_Pudukkottai,9,Tamil Nadu,Pudukkottai
Tamil Nadu_Ramanathapuram,6,Tamil Nadu,Ramanathapuram
Tamil Nadu_Ranipet,9,Tamil Nadu,Ranipet
Tamil Nadu_Salem,9,Tamil Nadu,Salem
Tamil Nadu_Sivaganga,9,Tamil Nadu,Sivaganga
Tamil Nadu_Tenkasi,9,Tamil Nadu,Tenkasi
Tamil Nadu_Thanjavur,9,Tamil Nadu,Thanjavur
Tamil Nadu_The Nilgiris,12,Tamil Nadu,The Nilgiris
Tamil Nadu_Theni,9,Tamil Nadu,Theni
Tamil Nadu_Thiruvallur,9,Tamil Nadu,Thiruvallur
Tamil Nadu_Thiruvarur,9,Tamil Nadu,Thiruvarur
Tamil Nadu_Tiruchirappalli,9,Tamil Nadu,Tiruchirappalli
Tamil Nadu_Tirunelveli,9,Tamil Nadu,Tirunelveli
Tamil Nadu_Tirupathur,9,Tamil Nadu,Tirupathur
Tamil Nadu_Tiruppur,9,Tamil Nadu,Tiruppur
Tamil Nadu_Tiruvannamalai,9,Tamil Nadu,Tiruvannamalai
Tamil Nadu_Tuticorin,9,Tamil Nadu,Tuticorin
Tamil Nadu_Vellore,9,Tamil Nadu,Vellore
Tamil Nadu_Villupuram,9,Tamil Nadu,Villupuram
Tamil Nadu_Virudhunagar,9,Tamil Nadu,Virudhunagar
Telangana_Adilabad,13,Telangana,Adilabad
Telangana_Bhadradri Kothagudem,5,Telangana,Bhadradri Kothagudem
Telangana_Hanumakonda,13,Telangana,Hanumakonda
Telangana_Hyderabad,13,Telangana,Hyderabad
Telangana_Jagitial,5,Telangana,Jagitial
Telangana_Jangoan,13,Telangana,Jangoan
Telangana_Jayashankar Bhupalapally,5,Telangana,Jayashankar Bhupalapally
Telangana_Jogulamba Gadwal,5,Telangana,Jogulamba Gadwal
Telangana_Kamareddy,5,Telangana,Kamareddy
Telangana_Karimnagar,13,Telangana,Karimnagar
Telangana_Khammam,13,Telangana,Khammam
Telangana_Kumuram Bheem Asifabad,5,Telangana,Kumuram Bheem Asifabad
Telangana_Mahabubabad,13,Telangana,Mahabubabad
Telangana_Mahabubnagar,13,Telangana,Mahabubnagar
Telangana_Mancherial,5,Telangana,Mancherial
Telangana_Medak,13,Telangana,Medak
Telangana_Medchal Malkajgiri,13,Telangana,Medchal Malkajgiri
Telangana_Mulugu,5,Telangana,Mulugu
Telangana_Nagarkurnool,13,Telangana,Nagarkurnool
Telangana_Nalgonda,13,Telangana,Nalgonda
Telangana_Narayanpet,5,Telangana,Narayanpet
Telangana_Nirmal,5,Telangana,Nirmal
Telangana_Nizamabad,5,Telangana,Nizamabad
Telangana_Peddapalli,5,Telangana,Peddapalli
Telangana_Rajanna Sircilla,13,Telangana,Rajanna Sircilla
Telangana_Ranga Reddy,13,Telangana,Ranga Reddy
Telangana_Sangareddy,5,Telangana,Sangareddy
Telangana_Siddipet,13,Telangana,Siddipet
Telangana_Suryapet,13,Telangana,Suryapet
Telangana_Vikarabad,5,Telangana,Vikarabad
Telangana_Wanaparthy,5,Telangana,Wanaparthy
Telangana_Warangal,13,Telangana,Warangal
Telangana_Yadadri Bhuvanagiri,13,Telangana,Yadadri Bhuvanagiri
Tripura_Dhalai,3,Tripura,Dhalai
Tripura_Gomati,3,Tripura,Gomati
Tripura_Khowai,3,Tripura,Khowai
Tripura_North Tripura,3,Tripura,North Tripura
Tripura_Sepahijala,3,Tripura,Sepahijala
Tripura_South Tripura,3,Tripura,South Tripura
Tripura_Unakoti,3,Tripura,Unakoti
Tripura_West Tripura,3,Tripura,West Tripura
Uttar Pradesh_Agra,0,Uttar Pradesh,Agra
Uttar Pradesh_Aligarh,0,Uttar Pradesh,Aligarh
Uttar Pradesh_Ambedkar Nagar,4,Uttar Pradesh,Ambedkar Nagar
Uttar Pradesh_Amethi,0,Uttar Pradesh,Amethi
Uttar Pradesh_Amroha,0,Uttar Pradesh,Amroha
Uttar Pradesh_Auraiya,0,Uttar Pradesh,Auraiya
Uttar Pradesh_Ayodhya,4,Uttar Pradesh,Ayodhya
Uttar Pradesh_Azamgarh,4,Uttar Pradesh,Azamgarh
Uttar Pradesh_Baghpat,0,Uttar Pradesh,Baghpat
Uttar Pradesh_Bahraich,4,Uttar Pradesh,Bahraich
Uttar Pradesh_Ballia,4,Uttar Pradesh,Ballia
Uttar Pradesh_Balrampur,4,Uttar Pradesh,Balrampur
Uttar Pradesh_Banda,0,Uttar Pradesh,Banda
Uttar Pradesh_Barabanki,0,Uttar Pradesh,Barabanki
Uttar Pradesh_Bareilly,0,Uttar Pradesh,Bareilly
Uttar Pradesh_Basti,4,Uttar Pradesh,Basti
Uttar Pradesh_Bhadohi,4,Uttar Pradesh,Bhadohi
Uttar Pradesh_Bijnor,0,Uttar Pradesh,Bijnor
Uttar Pradesh_Budaun,0,Uttar Pradesh,Budaun
Uttar Pradesh_Bulandshahr,0,Uttar Pradesh,Bulandshahr
Uttar Pradesh_Chandauli,4,Uttar Pradesh,Chandauli
Uttar Pradesh_Chitrakoot,0,Uttar Pradesh,Chitrakoot
Uttar Pradesh_Deoria,4,Uttar Pradesh,Deoria
Uttar Pradesh_Etah,0,Uttar Pradesh,Etah
Uttar Pradesh_Etawah,0,Uttar Pradesh,Etawah
Uttar Pradesh_Farrukhabad,0,Uttar Pradesh,Farrukhabad
Uttar Pradesh_Fatehpur,0,Uttar Pradesh,Fatehpur
Uttar Pradesh_Firozabad,0,Uttar Pradesh,Firozabad
Uttar Pradesh_Gautam Buddha Nagar,0,Uttar Pradesh,Gautam Buddha Nagar
Uttar Pradesh_Ghaziabad,0,Uttar Pradesh,Ghaziabad
Uttar Pradesh_Ghazipur,4,Uttar Pradesh,Ghazipur
Uttar Pradesh_Gonda,4,Uttar Pradesh,Gonda
Uttar Pradesh_Gorakhpur,4,Uttar Pradesh,Gorakhpur
Uttar Pradesh_Hamirpur,0,Uttar Pradesh,Hamirpur
Uttar Pradesh_Hapur,0,Uttar Pradesh,Hapur
Uttar Pradesh_Hardoi,0,Uttar Pradesh,Hardoi
Uttar Pradesh_Hathras,0,Uttar Pradesh,Hathras
Uttar Pradesh_Jalaun,0,Uttar Pradesh,Jalaun
Uttar Pradesh_Jaunpur,4,Uttar Pradesh,Jaunpur
Uttar Pradesh_Jhansi,0,Uttar Pradesh,Jhansi
Uttar Pradesh_Kannauj,0,Uttar Pradesh,Kannauj
Uttar Pradesh_Kanpur Dehat,0,Uttar Pradesh,Kanpur Dehat
Uttar Pradesh_Kanpur Nagar,0,Uttar Pradesh,Kanpur Nagar
Uttar Pradesh_Kasganj,0,Uttar Pradesh,Kasganj
Uttar Pradesh_Kaushambi,0,Uttar Pradesh,Kaushambi
Uttar Pradesh_Kheri,4,Uttar Pradesh,Kheri
Uttar Pradesh_Kushi Nagar,4,Uttar Pradesh,Kushi Nagar
Uttar Pradesh_Lalitpur,4,Uttar Pradesh,Lalitpur
Uttar Pradesh_Lucknow,0,Uttar Pradesh,Lucknow
Uttar Pradesh_Maharajganj,4,Uttar Pradesh,Maharajganj
Uttar Pradesh_Mahoba,0,Uttar Pradesh,Mahoba
Uttar Pradesh_Mainpuri,0,Uttar Pradesh,Mainpuri
Uttar Pradesh_Mathura,0,Uttar Pradesh,Mathura
Uttar Pradesh_Mau,4,Uttar Pradesh,Mau
Uttar Pradesh_Meerut,0,Uttar Pradesh,Meerut
Uttar Pradesh_Mirzapur,4,Uttar Pradesh,Mirzapur
Uttar Pradesh_Moradabad,0,Uttar Pradesh,Moradabad
Uttar Pradesh_Muzaffarnagar,0,Uttar Pradesh,Muzaffarnagar
Uttar Pradesh_Pilibhit,0,Uttar Pradesh,Pilibhit
Uttar Pradesh_Pratapgarh,0,Uttar Pradesh,Pratapgarh
Uttar Pradesh_Prayagraj,4,Uttar Pradesh,Prayagraj
Uttar Pradesh_Rae Bareli,0,Uttar Pradesh,Rae Bareli
Uttar Pradesh_Rampur,0,Uttar Pradesh,Rampur
Uttar Pradesh_Saharanpur,0,Uttar Pradesh,Saharanpur
Uttar Pradesh_Sambhal,0,Uttar Pradesh,Sambhal
Uttar Pradesh_Sant Kabeer Nagar,4,Uttar Pradesh,Sant Kabeer Nagar
Uttar Pradesh_Shahjahanpur,0,Uttar Pradesh,Shahjahanpur
Uttar Pradesh_Shamli,0,Uttar Pradesh,Shamli
Uttar Pradesh_Shravasti,4,Uttar Pradesh,Shravasti
Uttar Pradesh_Siddharth Nagar,4,Uttar Pradesh,Siddharth Nagar
Uttar Pradesh_Sitapur,0,Uttar Pradesh,Sitapur
Uttar Pradesh_Sonbhadra,4,Uttar Pradesh,Sonbhadra
Uttar Pradesh_Sultanpur,4,Uttar Pradesh,Sultanpur
Uttar Pradesh_Unnao,0,Uttar Pradesh,Unnao
Uttar Pradesh_Varanasi,4,Uttar Pradesh,Varanasi
Uttarakhand_Almora,11,Uttarakhand,Almora
Uttarakhand_Bageshwar,2,Uttarakhand,Bageshwar
Uttarakhand_Chamoli,2,Uttarakhand,Chamoli
Uttarakhand_Champawat,8,Uttarakhand,Champawat
Uttarakhand_Dehradun,11,Uttarakhand,Dehradun
Uttarakhand_Haridwar,0,Uttarakhand,Haridwar
Uttarakhand_Nainital,1,Uttarakhand,Nainital
Uttarakhand_Pauri Garhwal,11,Uttarakhand,Pauri Garhwal
Uttarakhand_Pithoragarh,2,Uttarakhand,Pithoragarh
Uttarakhand_Rudra Prayag,2,Uttarakhand,Rudra Prayag
Uttarakhand_Tehri Garhwal,11,Uttarakhand,Tehri Garhwal
Uttarakhand_Udam Singh Nagar,0,Uttarakhand,Udam Singh Nagar
Uttarakhand_Uttar Kashi,2,Uttarakhand,Uttar Kashi
West Bengal_24 Paraganas North,5,West Bengal,24 Paraganas North
West Bengal_24 Paraganas South,5,West Bengal,24 Paraganas South
West Bengal_Alipurduar,3,West Bengal,Alipurduar
West Bengal_Bankura,4,West Bengal,Bankura
West Bengal_Birbhum,4,West Bengal,Birbhum
West Bengal_Coochbehar,3,West Bengal,Coochbehar
West Bengal_Darjeeling,1,West Bengal,Darjeeling
West Bengal_Dinajpur Dakshin,4,West Bengal,Dinajpur Dakshin
West Bengal_Dinajpur Uttar,4,West Bengal,Dinajpur Uttar
West Bengal_Hooghly,4,West Bengal,Hooghly
West Bengal_Howrah,5,West Bengal,Howrah
West Bengal_Jalpaiguri,3,West Bengal,Jalpaiguri
West Bengal_Jhargram,4,West Bengal,Jhargram
West Bengal_Kalimpong,1,West Bengal,Kalimpong
West Bengal_Kolkata,5,West Bengal,Kolkata
West Bengal_Maldah,4,West Bengal,Maldah
West Bengal_Medinipur East,5,West Bengal,Medinipur East
West Bengal_Medinipur West,4,West Bengal,Medinipur West
West Bengal_Murshidabad,4,West Bengal,Murshidabad
West Bengal_Nadia,4,West Bengal,Nadia
West Bengal_Paschim Bardhaman,4,West Bengal,Paschim Bardhaman
West Bengal_Purba Bardhaman,4,West Bengal,Purba Bardhaman
West Bengal_Purulia,4,West Bengal,Purulia
