crop,state,district,location,knn_pred_class,rf_pred_class,xgb_pred_class,knn_high_proba,rf_high_proba,xgb_high_proba,knn_weight,rf_weight,xgb_weight,ensemble_high_proba,votes_for_high,high_class_used,ood_distance,ood_flag
banana,Haryana,Faridabad,Haryana_Faridabad,High,High,High,1.0,0.8567,0.9953,0.3404,0.3245,0.3351,0.9519,3,High,5.4195,False
mesta,Uttar Pradesh,Basti,Uttar Pradesh_Basti,High,High,High,1.0,0.86,0.994,0.3354,0.3292,0.3354,0.9519,3,High,6.6889,False
potato,Tamil Nadu,Tenkasi,Tamil Nadu_Tenkasi,High,High,High,1.0,0.8867,0.9588,0.3531,0.299,0.348,0.9518,3,High,8.8332,False
coriander,Punjab,Faridkot,Punjab_Faridkot,High,High,High,1.0,0.86,0.9925,0.3354,0.3301,0.3344,0.9513,3,High,8.5688,False
other_rabi_pulses,Manipur,Kangpokpi,Manipur_Kangpokpi,High,High,High,1.0,0.8633,0.9827,0.3453,0.3156,0.3391,0.951,3,High,5.8813,False
peas_and_beans,Andhra Pradesh,Nandyal,Andhra Pradesh_Nandyal,High,High,High,1.0,0.85,0.9956,0.3407,0.3185,0.3407,0.9507,3,High,8.1993,False
linseed,Arunachal Pradesh,Longding,Arunachal Pradesh_Longding,High,High,High,1.0,0.86,0.9929,0.3244,0.3356,0.34,0.9506,3,High,6.6724,False
moong,Manipur,Noney,Manipur_Noney,High,High,High,1.0,0.8467,0.9874,0.352,0.2937,0.3543,0.9505,3,High,5.8122,False
onion,Punjab,Faridkot,Punjab_Faridkot,High,High,High,1.0,0.8533,0.9954,0.3364,0.3266,0.3371,0.9505,3,High,8.3628,False
other_cereals,Manipur,Tamenglong,Manipur_Tamenglong,High,High,High,1.0,0.86,0.9935,0.3222,0.3388,0.339,0.9504,3,High,7.6347,False
sugarcane,Gujarat,Patan,Gujarat_Patan,High,High,High,1.0,0.8433,0.9964,0.3445,0.3097,0.3457,0.9502,3,High,7.6857,False
other_cereals,Nagaland,Noklak,Nagaland_Noklak,High,High,High,1.0,0.8667,0.9859,0.3222,0.3388,0.339,0.95,3,High,7.0475,False
coriander,Punjab,Barnala,Punjab_Barnala,High,High,High,1.0,0.8567,0.9917,0.3354,0.3301,0.3344,0.9499,3,High,6.5463,False
turmeric,Punjab,Ludhiana,Punjab_Ludhiana,High,High,High,1.0,0.86,0.9877,0.3372,0.328,0.3347,0.9499,3,High,6.6387,False
horse_gram,Uttar Pradesh,Kushi Nagar,Uttar Pradesh_Kushi Nagar,High,High,High,1.0,0.8567,0.9975,0.319,0.3458,0.3352,0.9496,3,High,6.2396,False
horse_gram,Uttar Pradesh,Maharajganj,Uttar Pradesh_Maharajganj,High,High,High,1.0,0.8567,0.9961,0.319,0.3458,0.3352,0.9491,3,High,6.0758,False
banana,Rajasthan,Deeg,Rajasthan_Deeg,High,High,High,1.0,0.8467,0.9961,0.3404,0.3245,0.3351,0.9489,3,High,6.5784,False
horse_gram,Uttar Pradesh,Ghazipur,Uttar Pradesh_Ghazipur,High,High,High,1.0,0.8567,0.9955,0.319,0.3458,0.3352,0.9489,3,High,6.0432,False
safflower,Uttar Pradesh,Azamgarh,Uttar Pradesh_Azamgarh,High,High,High,1.0,0.8433,0.9972,0.3475,0.32,0.3325,0.9489,3,High,7.7265,False
sannhamp,Odisha,Boudh,Odisha_Boudh,High,High,High,1.0,0.86,0.9894,0.3303,0.341,0.3288,0.9488,3,High,4.8496,False
other_cereals,Assam,Dima Hasao,Assam_Dima Hasao,High,High,High,1.0,0.8533,0.9952,0.3222,0.3388,0.339,0.9487,3,High,8.7114,False
other_rabi_pulses,Meghalaya,West Jaintia Hills,Meghalaya_West Jaintia Hills,High,High,High,1.0,0.8533,0.9854,0.3453,0.3156,0.3391,0.9487,3,High,4.5458,False
sweet_potato,Haryana,Yamunanagar,Haryana_Yamunanagar,High,High,High,1.0,0.8733,0.9676,0.3413,0.3236,0.3351,0.9482,3,High,7.5604,False
masoor,Karnataka,Kolar,Karnataka_Kolar,High,High,High,1.0,0.8433,0.996,0.3413,0.3225,0.3361,0.9481,3,High,8.0628,False
other_rabi_pulses,Haryana,Hisar,Haryana_Hisar,High,High,High,1.0,0.8633,0.9733,0.3453,0.3156,0.3391,0.9478,3,High,5.7518,False
potato,Punjab,Kapurthala,Punjab_Kapurthala,High,High,High,1.0,0.83,0.9962,0.3531,0.299,0.348,0.9478,3,High,6.1747,False
groundnut,Rajasthan,Didwana Kuchaman,Rajasthan_Didwana Kuchaman,Medium,Medium,Medium,1.0,0.8633,0.9756,0.3345,0.3232,0.3423,0.9475,3,Medium,6.1623,False
wheat,Rajasthan,Jaipur Gramin,Rajasthan_Jaipur Gramin,High,High,High,0.9167,0.93,0.995,0.335,0.3299,0.335,0.9473,3,High,4.3477,False
garlic,Punjab,Kapurthala,Punjab_Kapurthala,High,High,High,1.0,0.8467,0.995,0.3318,0.3346,0.3336,0.947,3,High,6.4455,False
wheat,Rajasthan,Kekri,Rajasthan_Kekri,High,High,High,1.0,0.8733,0.9666,0.335,0.3299,0.335,0.947,3,High,7.7109,False
onion,Punjab,Sri Muktsar Sahib,Punjab_Sri Muktsar Sahib,High,High,High,1.0,0.8433,0.9937,0.3364,0.3266,0.3371,0.9467,3,High,9.3559,False
safflower,Uttar Pradesh,Mau,Uttar Pradesh_Mau,High,High,High,1.0,0.8333,0.9985,0.3475,0.32,0.3325,0.9462,3,High,7.7035,False
sunflower,Madhya Pradesh,Niwari,Madhya Pradesh_Niwari,High,High,High,1.0,0.85,0.9856,0.3358,0.3275,0.3367,0.946,3,High,4.2816,False
sannhamp,Jharkhand,Saraikela Kharsawan,Jharkhand_Saraikela Kharsawan,High,High,High,1.0,0.8467,0.9941,0.3303,0.341,0.3288,0.9458,3,High,5.1268,False
mesta,Bihar,Sheikhpura,Bihar_Sheikhpura,High,High,High,1.0,0.88,0.9558,0.3354,0.3292,0.3354,0.9457,3,High,4.2609,False
safflower,Uttar Pradesh,Gonda,Uttar Pradesh_Gonda,High,High,High,1.0,0.8433,0.9872,0.3475,0.32,0.3325,0.9456,3,High,7.4041,False
sunflower,Punjab,Faridkot,Punjab_Faridkot,High,High,High,1.0,0.8367,0.9971,0.3358,0.3275,0.3367,0.9455,3,High,8.8137,False
onion,Punjab,Malerkotla,Punjab_Malerkotla,High,High,High,1.0,0.84,0.9931,0.3364,0.3266,0.3371,0.9454,3,High,6.2596,False
rice,Telangana,Hanumakonda,Telangana_Hanumakonda,High,High,High,1.0,0.84,0.9895,0.3432,0.3191,0.3377,0.9454,3,High,4.7282,False
barley,Rajasthan,Jodhpur Gramin,Rajasthan_Jodhpur Gramin,High,High,High,0.8793,0.96,0.9971,0.3396,0.3208,0.3396,0.9452,3,High,5.9752,False
turmeric,Nagaland,Tseminyu,Nagaland_Tseminyu,High,High,High,1.0,0.8467,0.9861,0.3372,0.328,0.3347,0.945,3,High,5.2171,False
garlic,Punjab,Amritsar,Punjab_Amritsar,High,High,High,1.0,0.84,0.9954,0.3318,0.3346,0.3336,0.9449,3,High,6.6002,False
other_rabi_pulses,West Bengal,Dinajpur Uttar,West Bengal_Dinajpur Uttar,High,High,High,1.0,0.87,0.9584,0.3453,0.3156,0.3391,0.9449,3,High,6.0671,False
sunflower,Jammu & Kashmir,Samba,Jammu & Kashmir_Samba,High,High,High,1.0,0.8367,0.9952,0.3358,0.3275,0.3367,0.9449,3,High,9.4273,False
safflower,Uttar Pradesh,Ambedkar Nagar,Uttar Pradesh_Ambedkar Nagar,High,High,High,1.0,0.83,0.997,0.3475,0.32,0.3325,0.9446,3,High,7.1269,False
safflower,Uttar Pradesh,Basti,Uttar Pradesh_Basti,High,High,High,1.0,0.8367,0.9903,0.3475,0.32,0.3325,0.9445,3,High,6.7878,False
gram,Haryana,Palwal,Haryana_Palwal,High,High,High,1.0,0.84,0.9737,0.3609,0.2917,0.3474,0.9442,3,High,3.2984,False
onion,Andhra Pradesh,Ntr,Andhra Pradesh_Ntr,High,High,High,1.0,0.8367,0.9913,0.3364,0.3266,0.3371,0.9437,3,High,4.8936,False
coriander,Punjab,Sri Muktsar Sahib,Punjab_Sri Muktsar Sahib,High,High,High,1.0,0.8433,0.9861,0.3354,0.3301,0.3344,0.9436,3,High,9.0276,False
onion,Punjab,Moga,Punjab_Moga,High,High,High,1.0,0.8333,0.9936,0.3364,0.3266,0.3371,0.9434,3,High,7.2936,False
coriander,Punjab,Moga,Punjab_Moga,High,High,High,1.0,0.8367,0.9912,0.3354,0.3301,0.3344,0.9431,3,High,7.7606,False
garlic,Punjab,Shahid Bhagat Singh Nagar,Punjab_Shahid Bhagat Singh Nagar,High,High,High,1.0,0.8433,0.9865,0.3318,0.3346,0.3336,0.9431,3,High,6.1452,False
barley,Gujarat,Banas Kantha,Gujarat_Banas Kantha,High,High,High,1.0,0.8267,0.9948,0.3396,0.3208,0.3396,0.9426,3,High,8.9346,False
peas_and_beans,Telangana,Jogulamba Gadwal,Telangana_Jogulamba Gadwal,High,High,High,1.0,0.8233,0.9947,0.3407,0.3185,0.3407,0.9419,3,High,8.2895,False
banana,Haryana,Sonipat,Haryana_Sonipat,High,High,High,1.0,0.83,0.9901,0.3404,0.3245,0.3351,0.9415,3,High,7.0446,False
sunflower,Himachal Pradesh,Bilaspur,Himachal Pradesh_Bilaspur,High,High,High,1.0,0.8267,0.9943,0.3358,0.3275,0.3367,0.9413,3,High,6.304,False
rice,Haryana,Mahendragarh,Haryana_Mahendragarh,High,High,High,1.0,0.85,0.9668,0.3432,0.3191,0.3377,0.9409,3,High,5.3812,False
safflower,Uttar Pradesh,Ayodhya,Uttar Pradesh_Ayodhya,High,High,High,1.0,0.82,0.9951,0.3475,0.32,0.3325,0.9408,3,High,6.9167,False
sunflower,Punjab,Mansa,Punjab_Mansa,High,High,High,1.0,0.8267,0.9917,0.3358,0.3275,0.3367,0.9404,3,High,6.9972,False
turmeric,Punjab,Moga,Punjab_Moga,High,High,High,1.0,0.8333,0.9853,0.3372,0.328,0.3347,0.9404,3,High,8.012,False
linseed,Punjab,S.a.s Nagar,Punjab_S.a.s Nagar,High,High,High,1.0,0.83,0.992,0.3244,0.3356,0.34,0.9402,3,High,6.4144,False
turmeric,Arunachal Pradesh,Kamle,Arunachal Pradesh_Kamle,High,High,High,1.0,0.8367,0.9797,0.3372,0.328,0.3347,0.9396,3,High,6.0964,False
horse_gram,Uttar Pradesh,Basti,Uttar Pradesh_Basti,High,High,High,1.0,0.8267,0.9983,0.319,0.3458,0.3352,0.9395,3,High,7.7382,False
potato,Gujarat,Junagadh,Gujarat_Junagadh,High,High,High,1.0,0.8067,0.9918,0.3531,0.299,0.348,0.9393,3,High,6.0287,False
safflower,Uttar Pradesh,Kushi Nagar,Uttar Pradesh_Kushi Nagar,High,High,High,1.0,0.8267,0.984,0.3475,0.32,0.3325,0.9392,3,High,5.8422,False
potato,Gujarat,Bhavnagar,Gujarat_Bhavnagar,High,High,High,1.0,0.8,0.9967,0.3531,0.299,0.348,0.9391,3,High,7.6543,False
ginger,Tamil Nadu,Perambalur,Tamil Nadu_Perambalur,High,High,High,1.0,0.8233,0.9911,0.337,0.329,0.334,0.9389,3,High,7.1351,False
peas_and_beans,Telangana,Mahabubnagar,Telangana_Mahabubnagar,High,High,High,1.0,0.8067,0.9991,0.3407,0.3185,0.3407,0.9381,3,High,7.2281,False
coriander,Punjab,Malerkotla,Punjab_Malerkotla,High,High,High,1.0,0.82,0.9913,0.3354,0.3301,0.3344,0.9376,3,High,6.8489,False
other_cereals,Tamil Nadu,Kanniyakumari,Tamil Nadu_Kanniyakumari,High,High,High,1.0,0.82,0.9951,0.3222,0.3388,0.339,0.9373,3,High,7.4015,False
other_rabi_pulses,Rajasthan,Jaipur Gramin,Rajasthan_Jaipur Gramin,High,High,High,1.0,0.8467,0.957,0.3453,0.3156,0.3391,0.937,3,High,4.5819,False
sweet_potato,Bihar,Sheikhpura,Bihar_Sheikhpura,High,High,High,1.0,0.81,0.9945,0.3413,0.3236,0.3351,0.9367,3,High,4.7829,False
peas_and_beans,Telangana,Narayanpet,Telangana_Narayanpet,High,High,High,1.0,0.8067,0.9941,0.3407,0.3185,0.3407,0.9364,3,High,7.6649,False
sesamum,Arunachal Pradesh,Longding,Arunachal Pradesh_Longding,High,High,High,1.0,0.8267,0.9811,0.339,0.3313,0.3297,0.9363,3,High,5.6875,False
sweet_potato,Bihar,Lakhisarai,Bihar_Lakhisarai,High,High,High,1.0,0.8067,0.9963,0.3413,0.3236,0.3351,0.9362,3,High,3.8088,False
safflower,Bihar,Kaimur (Bhabua),Bihar_Kaimur (Bhabua),High,High,High,1.0,0.82,0.9778,0.3475,0.32,0.3325,0.935,3,High,5.0863,False
potato,Punjab,S.a.s Nagar,Punjab_S.a.s Nagar,High,High,High,1.0,0.79,0.9924,0.3531,0.299,0.348,0.9346,3,High,5.1433,False
coriander,Punjab,Ludhiana,Punjab_Ludhiana,High,High,High,1.0,0.81,0.9917,0.3354,0.3301,0.3344,0.9345,3,High,6.7313,False
mesta,Uttar Pradesh,Siddharth Nagar,Uttar Pradesh_Siddharth Nagar,High,High,High,1.0,0.8067,0.9935,0.3354,0.3292,0.3354,0.9342,3,High,7.7067,False
horse_gram,Uttar Pradesh,Gonda,Uttar Pradesh_Gonda,High,High,High,1.0,0.8133,0.9961,0.319,0.3458,0.3352,0.9341,3,High,5.734,False
other_cereals,Assam,West Karbi Anglong,Assam_West Karbi Anglong,High,High,High,1.0,0.81,0.9956,0.3222,0.3388,0.339,0.9341,3,High,8.1342,False
garlic,Uttarakhand,Haridwar,Uttarakhand_Haridwar,High,High,High,1.0,0.8167,0.9861,0.3318,0.3346,0.3336,0.934,3,High,4.4443,False
moong,Arunachal Pradesh,Shi Yomi,Arunachal Pradesh_Shi Yomi,High,High,High,1.0,0.8167,0.9658,0.352,0.2937,0.3543,0.934,3,High,8.317,False
horse_gram,Manipur,Tamenglong,Manipur_Tamenglong,High,High,High,1.0,0.8133,0.9954,0.319,0.3458,0.3352,0.9339,3,High,8.2341,False
other_oilseeds,Andhra Pradesh,Bapatla,Andhra Pradesh_Bapatla,High,High,High,0.8713,0.94,0.9889,0.3304,0.3357,0.3339,0.9336,3,High,5.6457,False
safflower,Telangana,Jayashankar Bhupalapally,Telangana_Jayashankar Bhupalapally,High,High,High,1.0,0.81,0.9824,0.3475,0.32,0.3325,0.9333,3,High,4.4267,False
other_rabi_pulses,Meghalaya,Eastern West Khasi Hills,Meghalaya_Eastern West Khasi Hills,High,High,High,1.0,0.81,0.9782,0.3453,0.3156,0.3391,0.9326,3,High,7.5342,False
horse_gram,Uttar Pradesh,Siddharth Nagar,Uttar Pradesh_Siddharth Nagar,High,High,High,1.0,0.8067,0.998,0.319,0.3458,0.3352,0.9325,3,High,7.0241,False
safflower,Uttar Pradesh,Siddharth Nagar,Uttar Pradesh_Siddharth Nagar,High,High,High,1.0,0.7933,0.9951,0.3475,0.32,0.3325,0.9322,3,High,8.2218,False
masoor,Tamil Nadu,Tenkasi,Tamil Nadu_Tenkasi,High,High,High,1.0,0.81,0.9804,0.3413,0.3225,0.3361,0.9321,3,High,8.3385,False
banana,Uttar Pradesh,Saharanpur,Uttar Pradesh_Saharanpur,High,High,High,1.0,0.7933,0.9957,0.3404,0.3245,0.3351,0.9315,3,High,7.1443,False
horse_gram,Uttar Pradesh,Mau,Uttar Pradesh_Mau,High,High,High,1.0,0.8033,0.9984,0.319,0.3458,0.3352,0.9315,3,High,8.3989,False
turmeric,Telangana,Hanumakonda,Telangana_Hanumakonda,High,High,High,1.0,0.83,0.9614,0.3372,0.328,0.3347,0.9313,3,High,4.7741,False
sesamum,Arunachal Pradesh,Tirap,Arunachal Pradesh_Tirap,High,High,High,1.0,0.81,0.9822,0.339,0.3313,0.3297,0.9312,3,High,5.6198,False
horse_gram,Nagaland,Shamator,Nagaland_Shamator,High,High,High,1.0,0.84,0.9593,0.319,0.3458,0.3352,0.931,3,High,8.0499,False
ginger,Maharashtra,Latur,Maharashtra_Latur,High,High,High,1.0,0.81,0.9802,0.337,0.329,0.334,0.9309,3,High,5.3659,False
coriander,Punjab,Ferozepur,Punjab_Ferozepur,High,High,High,1.0,0.83,0.961,0.3354,0.3301,0.3344,0.9308,3,High,8.5086,False
tobacco,Telangana,Mancherial,Telangana_Mancherial,High,High,High,1.0,0.81,0.9853,0.3325,0.3388,0.3287,0.9308,3,High,4.1153,False
banana,Haryana,Nuh,Haryana_Nuh,High,High,High,1.0,0.7967,0.9901,0.3404,0.3245,0.3351,0.9307,3,High,6.676,False
linseed,Punjab,Ludhiana,Punjab_Ludhiana,High,High,High,1.0,0.8067,0.9864,0.3244,0.3356,0.34,0.9305,3,High,6.9166,False
bajra,Uttar Pradesh,Shamli,Uttar Pradesh_Shamli,High,High,High,1.0,0.81,0.9746,0.3346,0.3212,0.3441,0.9302,3,High,3.9071,False
dry_chillies,Punjab,Mansa,Punjab_Mansa,High,High,High,1.0,0.8267,0.951,0.3428,0.3021,0.3551,0.9302,3,High,6.0136,False
potato,Punjab,Gurdaspur,Punjab_Gurdaspur,High,High,High,1.0,0.77,0.9969,0.3531,0.299,0.348,0.9302,3,High,6.0408,False
coriander,Assam,Udalguri,Assam_Udalguri,High,High,High,1.0,0.8,0.9873,0.3354,0.3301,0.3344,0.9297,3,High,9.6206,False
barley,Rajasthan,Didwana Kuchaman,Rajasthan_Didwana Kuchaman,High,High,High,0.8498,0.9433,0.9964,0.3396,0.3208,0.3396,0.9296,3,High,6.4112,False
niger_seed,Meghalaya,West Khasi Hills,Meghalaya_West Khasi Hills,High,High,High,1.0,0.86,0.9284,0.3319,0.3296,0.3385,0.9296,3,High,8.5783,False
sesamum,Assam,Tamulpur,Assam_Tamulpur,High,High,High,1.0,0.81,0.9764,0.339,0.3313,0.3297,0.9293,3,High,6.6681,False
niger_seed,Odisha,Khordha,Odisha_Khordha,High,High,High,1.0,0.81,0.9748,0.3319,0.3296,0.3385,0.9289,3,High,6.9071,False
onion,Punjab,Ludhiana,Punjab_Ludhiana,High,High,High,1.0,0.7933,0.9875,0.3364,0.3266,0.3371,0.9283,3,High,5.9875,False
banana,Madhya Pradesh,Alirajpur,Madhya Pradesh_Alirajpur,High,High,High,0.84,0.9467,0.9983,0.3404,0.3245,0.3351,0.9277,3,High,3.985,False
horse_gram,Manipur,Senapati,Manipur_Senapati,High,High,High,1.0,0.8,0.9904,0.319,0.3458,0.3352,0.9276,3,High,8.0984,False
sannhamp,Andhra Pradesh,Parvathipuram Manyam,Andhra Pradesh_Parvathipuram Manyam,High,High,High,1.0,0.8033,0.9838,0.3303,0.341,0.3288,0.9276,3,High,6.3785,False
linseed,Haryana,Hisar,Haryana_Hisar,High,High,High,1.0,0.79,0.9935,0.3244,0.3356,0.34,0.9273,3,High,6.7016,False
masoor,Rajasthan,Kekri,Rajasthan_Kekri,High,High,High,1.0,0.7833,0.9916,0.3413,0.3225,0.3361,0.9273,3,High,7.9227,False
other_cereals,Manipur,Kangpokpi,Manipur_Kangpokpi,High,High,High,1.0,0.8033,0.9818,0.3222,0.3388,0.339,0.9272,3,High,8.6999,False
coriander,Assam,Cachar,Assam_Cachar,High,High,High,1.0,0.7867,0.9923,0.3354,0.3301,0.3344,0.927,3,High,7.6106,False
gram,Andhra Pradesh,Eluru,Andhra Pradesh_Eluru,High,High,High,1.0,0.77,0.9826,0.3609,0.2917,0.3474,0.9269,3,High,6.0776,False
sannhamp,West Bengal,Nadia,West Bengal_Nadia,High,High,High,1.0,0.7967,0.9883,0.3303,0.341,0.3288,0.9268,3,High,7.8028,False
safflower,Uttar Pradesh,Maharajganj,Uttar Pradesh_Maharajganj,High,High,High,1.0,0.7767,0.9946,0.3475,0.32,0.3325,0.9267,3,High,8.2068,False
sunflower,Punjab,Bathinda,Punjab_Bathinda,High,High,High,1.0,0.79,0.9865,0.3358,0.3275,0.3367,0.9267,3,High,8.1285,False
ginger,Mizoram,Kolasib,Mizoram_Kolasib,High,High,High,1.0,0.8067,0.9707,0.337,0.329,0.334,0.9266,3,High,8.2979,False
niger_seed,Nagaland,Longleng,Nagaland_Longleng,High,High,High,0.8936,0.9267,0.9585,0.3319,0.3296,0.3385,0.9265,3,High,6.5859,False
peas_and_beans,Maharashtra,Sangli,Maharashtra_Sangli,High,High,High,1.0,0.7833,0.987,0.3407,0.3185,0.3407,0.9265,3,High,8.574,False
banana,Uttarakhand,Haridwar,Uttarakhand_Haridwar,High,High,High,1.0,0.7767,0.9966,0.3404,0.3245,0.3351,0.9264,3,High,6.7775,False
safflower,Uttar Pradesh,Sultanpur,Uttar Pradesh_Sultanpur,High,High,High,1.0,0.7833,0.9869,0.3475,0.32,0.3325,0.9263,3,High,5.7137,False
turmeric,Manipur,Kamjong,Manipur_Kamjong,High,High,High,1.0,0.79,0.9856,0.3372,0.328,0.3347,0.9263,3,High,6.0984,False
sunflower,Himachal Pradesh,Una,Himachal Pradesh_Una,High,High,High,1.0,0.7867,0.9882,0.3358,0.3275,0.3367,0.9262,3,High,7.3603,False
sunflower,Rajasthan,Gangapurcity,Rajasthan_Gangapurcity,High,High,High,1.0,0.7933,0.9815,0.3358,0.3275,0.3367,0.9261,3,High,5.529,False
horse_gram,Uttar Pradesh,Ambedkar Nagar,Uttar Pradesh_Ambedkar Nagar,High,High,High,1.0,0.79,0.9959,0.319,0.3458,0.3352,0.926,3,High,7.8985,False
ginger,Andhra Pradesh,Nandyal,Andhra Pradesh_Nandyal,High,High,High,1.0,0.7767,0.9983,0.337,0.329,0.334,0.9259,3,High,4.7089,False
other_cereals,Rajasthan,Nagaur,Rajasthan_Nagaur,High,High,High,1.0,0.8,0.9798,0.3222,0.3388,0.339,0.9254,3,High,6.4016,False
garlic,Kerala,Wayanad,Kerala_Wayanad,High,High,High,1.0,0.8167,0.9586,0.3318,0.3346,0.3336,0.9249,3,High,7.9277,False
masoor,Andhra Pradesh,Spsr Nellore,Andhra Pradesh_Spsr Nellore,High,High,High,0.8079,0.97,0.9992,0.3413,0.3225,0.3361,0.9245,3,High,7.5682,False
mesta,Telangana,Mancherial,Telangana_Mancherial,High,High,High,1.0,0.7733,0.9967,0.3354,0.3292,0.3354,0.9243,3,High,4.6136,False
other_cereals,Arunachal Pradesh,Upper Subansiri,Arunachal Pradesh_Upper Subansiri,High,High,High,1.0,0.7933,0.9832,0.3222,0.3388,0.339,0.9243,3,High,7.7218,False
sweet_potato,Jharkhand,Deoghar,Jharkhand_Deoghar,High,High,High,1.0,0.77,0.9955,0.3413,0.3236,0.3351,0.9241,3,High,5.2567,False
onion,Punjab,Fatehgarh Sahib,Punjab_Fatehgarh Sahib,High,High,High,1.0,0.7733,0.9936,0.3364,0.3266,0.3371,0.9238,3,High,5.5857,False
safflower,Uttar Pradesh,Barabanki,Uttar Pradesh_Barabanki,High,High,High,1.0,0.7767,0.9857,0.3475,0.32,0.3325,0.9238,3,High,8.802,False
banana,Haryana,Gurugram,Haryana_Gurugram,High,High,High,1.0,0.78,0.9854,0.3404,0.3245,0.3351,0.9237,3,High,7.7097,False
linseed,Punjab,Fatehgarh Sahib,Punjab_Fatehgarh Sahib,High,High,High,1.0,0.7833,0.9888,0.3244,0.3356,0.34,0.9235,3,High,6.579,False
horse_gram,Uttar Pradesh,Azamgarh,Uttar Pradesh_Azamgarh,High,High,High,1.0,0.7833,0.9949,0.319,0.3458,0.3352,0.9234,3,High,8.2765,False
horse_gram,Manipur,Ukhrul,Manipur_Ukhrul,High,High,High,1.0,0.7933,0.9829,0.319,0.3458,0.3352,0.9228,3,High,8.5602,False
linseed,Haryana,Rewari,Haryana_Rewari,High,High,High,1.0,0.7767,0.9931,0.3244,0.3356,0.34,0.9227,3,High,6.3386,False
other_cereals,Assam,Charaideo,Assam_Charaideo,High,High,High,1.0,0.8033,0.9682,0.3222,0.3388,0.339,0.9226,3,High,8.7642,False
niger_seed,Bihar,Jamui,Bihar_Jamui,High,High,High,1.0,0.7933,0.9724,0.3319,0.3296,0.3385,0.9225,3,High,5.7043,False
sunflower,Himachal Pradesh,Hamirpur,Himachal Pradesh_Hamirpur,High,High,High,1.0,0.7667,0.9954,0.3358,0.3275,0.3367,0.922,3,High,8.2218,False
horse_gram,Uttar Pradesh,Ayodhya,Uttar Pradesh_Ayodhya,High,High,High,1.0,0.7767,0.9959,0.319,0.3458,0.3352,0.9214,3,High,5.5323,False
linseed,Manipur,Senapati,Manipur_Senapati,High,High,High,1.0,0.7867,0.979,0.3244,0.3356,0.34,0.9213,3,High,7.2493,False
coriander,Assam,Biswanath,Assam_Biswanath,High,High,High,1.0,0.7733,0.9862,0.3354,0.3301,0.3344,0.9205,3,High,8.5793,False
sunflower,Tamil Nadu,Kanniyakumari,Tamil Nadu_Kanniyakumari,High,High,High,1.0,0.7667,0.9905,0.3358,0.3275,0.3367,0.9204,3,High,7.8745,False
turmeric,Punjab,Fatehgarh Sahib,Punjab_Fatehgarh Sahib,High,High,High,1.0,0.78,0.9772,0.3372,0.328,0.3347,0.9202,3,High,6.2146,False
moong,Punjab,Malerkotla,Punjab_Malerkotla,High,High,High,0.8326,0.9367,0.9933,0.352,0.2937,0.3543,0.9201,3,High,4.4647,False
safflower,Bihar,Sheikhpura,Bihar_Sheikhpura,High,High,High,0.8263,0.94,0.9989,0.3475,0.32,0.3325,0.9201,3,High,4.8685,False
small_millets,Uttar Pradesh,Amroha,Uttar Pradesh_Amroha,High,High,High,1.0,0.7767,0.9768,0.3395,0.3237,0.3369,0.9199,3,High,5.0865,False
other_cereals,Rajasthan,Jodhpur Gramin,Rajasthan_Jodhpur Gramin,High,High,High,1.0,0.7767,0.9867,0.3222,0.3388,0.339,0.9198,3,High,6.9467,False
turmeric,Punjab,Tarn Taran,Punjab_Tarn Taran,High,High,High,1.0,0.7867,0.9695,0.3372,0.328,0.3347,0.9198,3,High,7.5391,False
sugarcane,Gujarat,Gandhinagar,Gujarat_Gandhinagar,High,High,High,0.8435,0.93,0.9854,0.3445,0.3097,0.3457,0.9194,3,High,5.747,False
linseed,Arunachal Pradesh,Tirap,Arunachal Pradesh_Tirap,High,High,High,1.0,0.7933,0.9659,0.3244,0.3356,0.34,0.9191,3,High,6.6086,False
banana,Gujarat,Dohad,Gujarat_Dohad,High,High,High,0.8313,0.93,0.9972,0.3404,0.3245,0.3351,0.9189,3,High,4.2981,False
sweet_potato,Jharkhand,Godda,Jharkhand_Godda,High,High,High,1.0,0.7667,0.9832,0.3413,0.3236,0.3351,0.9189,3,High,5.0579,False
other_rabi_pulses,Gujarat,Sabar Kantha,Gujarat_Sabar Kantha,High,High,High,1.0,0.7533,0.989,0.3453,0.3156,0.3391,0.9184,3,High,5.1393,False
horse_gram,Uttar Pradesh,Chandauli,Uttar Pradesh_Chandauli,High,High,High,1.0,0.77,0.9922,0.319,0.3458,0.3352,0.9179,3,High,4.1581,False
garlic,Punjab,S.a.s Nagar,Punjab_S.a.s Nagar,High,High,High,1.0,0.7833,0.9697,0.3318,0.3346,0.3336,0.9174,3,High,5.4936,False
onion,Punjab,Ferozepur,Punjab_Ferozepur,High,High,High,1.0,0.82,0.9293,0.3364,0.3266,0.3371,0.9174,3,High,8.14,False
mesta,Andhra Pradesh,Anakapalli,Andhra Pradesh_Anakapalli,High,High,High,0.8295,0.9233,0.9983,0.3354,0.3292,0.3354,0.917,3,High,7.0703,False
cotton,Odisha,Jagatsinghapur,Odisha_Jagatsinghapur,High,High,High,1.0,0.75,0.9942,0.3473,0.3248,0.3279,0.9169,3,High,6.2881,False
other_cereals,Meghalaya,West Khasi Hills,Meghalaya_West Khasi Hills,High,High,High,1.0,0.8,0.9543,0.3222,0.3388,0.339,0.9167,3,High,7.9719,False
