state,district,location,crops_evaluated,crops_high,mean_ensemble_proba,crops_high_list,pct_crops_high
Bihar,Muzaffarpur,Bihar_Muzaffarpur,10,1,0.20151,horse_gram,10.0
Karnataka,Ballari,Karnataka_Ballari,4,0,0.590125,,0.0
Jammu & Kashmir,Jammu,Jammu & Kashmir_Jammu,9,0,0.5728555555555556,,0.0
Uttar Pradesh,Sitapur,Uttar Pradesh_Sitapur,7,0,0.5635142857142857,,0.0
Tamil Nadu,Kanchipuram,Tamil Nadu_Kanchipuram,10,0,0.53673,,0.0
Punjab,Fazilka,Punjab_Fazilka,29,0,0.5183689655172414,,0.0
Andhra Pradesh,Prakasam,Andhra Pradesh_Prakasam,8,0,0.5094,,0.0
Andhra Pradesh,West Godavari,Andhra Pradesh_West Godavari,11,0,0.5050454545454546,,0.0
Tamil Nadu,Ramanathapuram,Tamil Nadu_Ramanathapuram,14,0,0.50325,,0.0
Tamil Nadu,Tirupathur,Tamil Nadu_Tirupathur,14,0,0.4994071428571428,,0.0
Tamil Nadu,Tuticorin,Tamil Nadu_Tuticorin,14,0,0.4978214285714286,,0.0
Odisha,Puri,Odisha_Puri,15,0,0.49756666666666666,,0.0
Uttar Pradesh,Sant Kabeer Nagar,Uttar Pradesh_Sant Kabeer Nagar,10,0,0.48905000000000004,,0.0
Uttar Pradesh,Bahraich,Uttar Pradesh_Bahraich,8,0,0.4875,,0.0
Tamil Nadu,Cuddalore,Tamil Nadu_Cuddalore,11,0,0.4788636363636364,,0.0
Andhra Pradesh,Krishna,Andhra Pradesh_Krishna,12,0,0.4763,,0.0
Karnataka,Koppal,Karnataka_Koppal,3,0,0.47609999999999997,,0.0
Gujarat,Porbandar,Gujarat_Porbandar,22,0,0.47413181818181815,,0.0
Rajasthan,Hanumangarh,Rajasthan_Hanumangarh,11,0,0.47040000000000004,,0.0
Uttar Pradesh,Deoria,Uttar Pradesh_Deoria,9,0,0.4695444444444445,,0.0
Rajasthan,Ganganagar,Rajasthan_Ganganagar,9,0,0.4691888888888889,,0.0
Puducherry,Karaikal,Puducherry_Karaikal,29,0,0.46861034482758623,,0.0
Andhra Pradesh,Kurnool,Andhra Pradesh_Kurnool,6,0,0.46795000000000003,,0.0
Rajasthan,Jhunjhunu,Rajasthan_Jhunjhunu,11,0,0.4616454545454545,,0.0
Tamil Nadu,Thiruvallur,Tamil Nadu_Thiruvallur,10,0,0.45967,,0.0
Tamil Nadu,Tiruvannamalai,Tamil Nadu_Tiruvannamalai,10,0,0.4587800000000001,,0.0
Uttar Pradesh,Bareilly,Uttar Pradesh_Bareilly,8,0,0.4522875,,0.0
Andhra Pradesh,Konaseema,Andhra Pradesh_Konaseema,34,0,0.45191176470588235,,0.0
Rajasthan,Churu,Rajasthan_Churu,18,0,0.45153888888888893,,0.0
Tamil Nadu,Chengalpattu,Tamil Nadu_Chengalpattu,19,0,0.44908947368421054,,0.0
Odisha,Nayagarh,Odisha_Nayagarh,8,0,0.4480625,,0.0
Tamil Nadu,Tirunelveli,Tamil Nadu_Tirunelveli,10,0,0.44600999999999996,,0.0
Odisha,Ganjam,Odisha_Ganjam,7,0,0.4459714285714286,,0.0
Jammu & Kashmir,Kathua,Jammu & Kashmir_Kathua,11,0,0.44448181818181814,,0.0
Tamil Nadu,Mayiladuthurai,Tamil Nadu_Mayiladuthurai,27,0,0.4443518518518519,,0.0
Uttar Pradesh,Kheri,Uttar Pradesh_Kheri,10,0,0.44309000000000004,,0.0
Puducherry,Pondicherry,Puducherry_Pondicherry,20,0,0.44284,,0.0
Tamil Nadu,Dharmapuri,Tamil Nadu_Dharmapuri,9,0,0.44261111111111107,,0.0
Karnataka,Ramanagara,Karnataka_Ramanagara,4,0,0.441425,,0.0
Odisha,Kendrapara,Odisha_Kendrapara,16,0,0.43916875,,0.0
Punjab,Hoshiarpur,Punjab_Hoshiarpur,26,0,0.4362923076923077,,0.0
Tamil Nadu,Thiruvarur,Tamil Nadu_Thiruvarur,20,0,0.43626,,0.0
Tamil Nadu,Karur,Tamil Nadu_Karur,11,0,0.43477272727272726,,0.0
Uttar Pradesh,Hardoi,Uttar Pradesh_Hardoi,9,0,0.43456666666666666,,0.0
Tamil Nadu,Madurai,Tamil Nadu_Madurai,11,0,0.43290909090909085,,0.0
Uttar Pradesh,Pilibhit,Uttar Pradesh_Pilibhit,8,0,0.4306625,,0.0
Gujarat,Devbhumi Dwarka,Gujarat_Devbhumi Dwarka,22,0,0.42918636363636364,,0.0
Karnataka,Bengaluru Rural,Karnataka_Bengaluru Rural,3,0,0.42723333333333335,,0.0
Uttar Pradesh,Prayagraj,Uttar Pradesh_Prayagraj,11,0,0.42560909090909094,,0.0
Andhra Pradesh,Anantapur,Andhra Pradesh_Anantapur,7,0,0.4244857142857143,,0.0
Tamil Nadu,Sivaganga,Tamil Nadu_Sivaganga,12,0,0.42244166666666666,,0.0
Uttar Pradesh,Budaun,Uttar Pradesh_Budaun,9,0,0.4214555555555555,,0.0
Assam,Darrang,Assam_Darrang,16,0,0.41839375,,0.0
Assam,Goalpara,Assam_Goalpara,16,0,0.41814375,,0.0
Andhra Pradesh,Guntur,Andhra Pradesh_Guntur,7,0,0.4167142857142857,,0.0
Uttar Pradesh,Shahjahanpur,Uttar Pradesh_Shahjahanpur,11,0,0.41660909090909093,,0.0
Rajasthan,Barmer,Rajasthan_Barmer,17,0,0.4155823529411765,,0.0
Assam,Bongaigaon,Assam_Bongaigaon,16,0,0.415175,,0.0
Gujarat,Kachchh,Gujarat_Kachchh,18,0,0.4149666666666667,,0.0
Uttar Pradesh,Mirzapur,Uttar Pradesh_Mirzapur,9,0,0.4141444444444444,,0.0
Mizoram,Mamit,Mizoram_Mamit,22,0,0.4125045454545455,,0.0
Tamil Nadu,Nagapattinam,Tamil Nadu_Nagapattinam,22,0,0.41174545454545447,,0.0
Uttar Pradesh,Muzaffarnagar,Uttar Pradesh_Muzaffarnagar,10,0,0.41055,,0.0
Assam,Kamrup,Assam_Kamrup,16,0,0.4105,,0.0
Karnataka,Raichur,Karnataka_Raichur,3,0,0.4098,,0.0
Uttar Pradesh,Gorakhpur,Uttar Pradesh_Gorakhpur,10,0,0.40802000000000005,,0.0
Tripura,West Tripura,Tripura_West Tripura,20,0,0.407885,,0.0
Tamil Nadu,Dindigul,Tamil Nadu_Dindigul,9,0,0.4076666666666667,,0.0
Rajasthan,Anoopgarh,Rajasthan_Anoopgarh,43,0,0.40716976744186045,,0.0
Assam,Kokrajhar,Assam_Kokrajhar,16,0,0.40678125,,0.0
Tripura,Gomati,Tripura_Gomati,20,0,0.40540000000000004,,0.0
Karnataka,Mandya,Karnataka_Mandya,3,0,0.4049333333333333,,0.0
Karnataka,Gadag,Karnataka_Gadag,3,0,0.4041333333333334,,0.0
Karnataka,Mysuru,Karnataka_Mysuru,3,0,0.40336666666666665,,0.0
Assam,Barpeta,Assam_Barpeta,16,0,0.403275,,0.0
Rajasthan,Bharatpur,Rajasthan_Bharatpur,9,0,0.4018888888888889,,0.0
A & N Islands,Nicobars,A & N Islands_Nicobars,30,0,0.40177,,0.0
Uttar Pradesh,Rae Bareli,Uttar Pradesh_Rae Bareli,9,0,0.40049999999999997,,0.0
Assam,Golaghat,Assam_Golaghat,16,0,0.40003125,,0.0
Uttarakhand,Champawat,Uttarakhand_Champawat,12,0,0.39997499999999997,,0.0
Assam,Chirang,Assam_Chirang,16,0,0.39969375,,0.0
Assam,Dibrugarh,Assam_Dibrugarh,16,0,0.39915625,,0.0
Tripura,South Tripura,Tripura_South Tripura,19,0,0.39735789473684213,,0.0
Uttar Pradesh,Agra,Uttar Pradesh_Agra,11,0,0.3962727272727273,,0.0
Assam,Marigaon,Assam_Marigaon,16,0,0.395025,,0.0
Uttar Pradesh,Sonbhadra,Uttar Pradesh_Sonbhadra,11,0,0.3947909090909091,,0.0
Assam,Nagaon,Assam_Nagaon,16,0,0.3921875,,0.0
Tripura,Sepahijala,Tripura_Sepahijala,21,0,0.3919238095238095,,0.0
A & N Islands,North And Middle Andaman,A & N Islands_North And Middle Andaman,25,0,0.39178399999999997,,0.0
Assam,Nalbari,Assam_Nalbari,16,0,0.39165625000000004,,0.0
Uttar Pradesh,Rampur,Uttar Pradesh_Rampur,11,0,0.39109090909090904,,0.0
Assam,Dhubri,Assam_Dhubri,16,0,0.390875,,0.0
Rajasthan,Sikar,Rajasthan_Sikar,13,0,0.3903615384615385,,0.0
Tamil Nadu,Virudhunagar,Tamil Nadu_Virudhunagar,12,0,0.39009999999999995,,0.0
Assam,Lakhimpur,Assam_Lakhimpur,16,0,0.38979375,,0.0
Tamil Nadu,Pudukkottai,Tamil Nadu_Pudukkottai,11,0,0.38830000000000003,,0.0
Meghalaya,East Garo Hills,Meghalaya_East Garo Hills,16,0,0.3879125,,0.0
A & N Islands,South Andamans,A & N Islands_South Andamans,26,0,0.3863346153846154,,0.0
Assam,Tinsukia,Assam_Tinsukia,16,0,0.386075,,0.0
Rajasthan,Jaisalmer,Rajasthan_Jaisalmer,16,0,0.3850625,,0.0
Assam,Kamrup Metro,Assam_Kamrup Metro,16,0,0.38398750000000004,,0.0
Assam,Hailakandi,Assam_Hailakandi,16,0,0.38285625,,0.0
Assam,Karbi Anglong,Assam_Karbi Anglong,16,0,0.38255625,,0.0
DNHDD,Daman,DNHDD_Daman,42,0,0.38246904761904765,,0.0
Karnataka,Chamarajanagara,Karnataka_Chamarajanagara,4,0,0.3814,,0.0
Assam,Sivasagar,Assam_Sivasagar,16,0,0.38123125,,0.0
Uttar Pradesh,Varanasi,Uttar Pradesh_Varanasi,11,0,0.38107272727272723,,0.0
Tripura,Unakoti,Tripura_Unakoti,20,0,0.38089500000000004,,0.0
Maharashtra,Parbhani,Maharashtra_Parbhani,16,0,0.38063125000000003,,0.0
Telangana,Karimnagar,Telangana_Karimnagar,11,0,0.37981818181818183,,0.0
Uttar Pradesh,Mathura,Uttar Pradesh_Mathura,12,0,0.3788583333333333,,0.0
Assam,Jorhat,Assam_Jorhat,16,0,0.378575,,0.0
Uttar Pradesh,Meerut,Uttar Pradesh_Meerut,13,0,0.37751538461538464,,0.0
Manipur,Bishnupur,Manipur_Bishnupur,19,0,0.3772736842105263,,0.0
Arunachal Pradesh,Itanagar Capital Complex,Arunachal Pradesh_Itanagar Capital Complex,43,0,0.3768488372093023,,0.0
Uttar Pradesh,Kannauj,Uttar Pradesh_Kannauj,10,0,0.37256,,0.0
Mizoram,Lunglei,Mizoram_Lunglei,22,0,0.37132727272727273,,0.0
Assam,Majuli,Assam_Majuli,16,0,0.3702875,,0.0
Tripura,North Tripura,Tripura_North Tripura,19,0,0.3702315789473684,,0.0
Manipur,Thoubal,Manipur_Thoubal,19,0,0.369921052631579,,0.0
Manipur,Imphal West,Manipur_Imphal West,19,0,0.3698,,0.0
Assam,Dhemaji,Assam_Dhemaji,16,0,0.36773125,,0.0
Uttar Pradesh,Unnao,Uttar Pradesh_Unnao,9,0,0.3675777777777778,,0.0
Assam,Baksa,Assam_Baksa,16,0,0.36609375,,0.0
Gujarat,Bharuch,Gujarat_Bharuch,16,0,0.36478125,,0.0
Uttar Pradesh,Moradabad,Uttar Pradesh_Moradabad,10,0,0.36431,,0.0
Gujarat,Ahmadabad,Gujarat_Ahmadabad,17,0,0.3639705882352941,,0.0
Meghalaya,South Garo Hills,Meghalaya_South Garo Hills,18,0,0.36359444444444444,,0.0
Gujarat,Gir Somnath,Gujarat_Gir Somnath,20,0,0.36129,,0.0
Uttar Pradesh,Pratapgarh,Uttar Pradesh_Pratapgarh,11,0,0.3604909090909091,,0.0
Tripura,Khowai,Tripura_Khowai,20,0,0.35903,,0.0
Karnataka,Bengaluru Urban,Karnataka_Bengaluru Urban,4,0,0.357925,,0.0
Manipur,Imphal East,Manipur_Imphal East,19,0,0.35781052631578947,,0.0
Odisha,Baleshwar,Odisha_Baleshwar,15,0,0.3568733333333334,,0.0
Madhya Pradesh,Chhatarpur,Madhya Pradesh_Chhatarpur,2,0,0.35585,,0.0
Manipur,Churachandpur,Manipur_Churachandpur,18,0,0.35515555555555556,,0.0
Rajasthan,Jalore,Rajasthan_Jalore,12,0,0.35497500000000004,,0.0
Andhra Pradesh,Srikakulam,Andhra Pradesh_Srikakulam,10,0,0.35478,,0.0
Uttar Pradesh,Aligarh,Uttar Pradesh_Aligarh,11,0,0.35315454545454544,,0.0
West Bengal,Kalimpong,West Bengal_Kalimpong,29,0,0.35208275862068966,,0.0
Manipur,Chandel,Manipur_Chandel,19,0,0.3514473684210526,,0.0
Rajasthan,Balotra,Rajasthan_Balotra,43,0,0.35076046511627906,,0.0
Himachal Pradesh,Sirmaur,Himachal Pradesh_Sirmaur,12,0,0.34994166666666665,,0.0
West Bengal,24 Paraganas South,West Bengal_24 Paraganas South,20,0,0.34938,,0.0
Meghalaya,South West Khasi Hills,Meghalaya_South West Khasi Hills,27,0,0.3489222222222222,,0.0
Nagaland,Tuensang,Nagaland_Tuensang,8,0,0.348825,,0.0
Tamil Nadu,Namakkal,Tamil Nadu_Namakkal,8,0,0.34738749999999996,,0.0
Uttar Pradesh,Etah,Uttar Pradesh_Etah,10,0,0.34571,,0.0
Uttarakhand,Almora,Uttarakhand_Almora,15,0,0.34562,,0.0
Mizoram,Saiha,Mizoram_Saiha,25,0,0.345132,,0.0
Gujarat,Amreli,Gujarat_Amreli,16,0,0.345125,,0.0
Meghalaya,East Khasi Hills,Meghalaya_East Khasi Hills,24,0,0.3448708333333333,,0.0
Andhra Pradesh,Visakhapatanam,Andhra Pradesh_Visakhapatanam,9,0,0.3441,,0.0
Gujarat,Rajkot,Gujarat_Rajkot,16,0,0.343275,,0.0
Uttar Pradesh,Kaushambi,Uttar Pradesh_Kaushambi,12,0,0.34285000000000004,,0.0
Gujarat,Kheda,Gujarat_Kheda,16,0,0.342475,,0.0
Odisha,Bhadrak,Odisha_Bhadrak,17,0,0.34224117647058827,,0.0
Telangana,Jagitial,Telangana_Jagitial,15,0,0.34042666666666666,,0.0
Sikkim,Namchi,Sikkim_Namchi,31,0,0.34011290322580645,,0.0
Maharashtra,Nanded,Maharashtra_Nanded,17,0,0.33993529411764706,,0.0
Tamil Nadu,Tiruppur,Tamil Nadu_Tiruppur,12,0,0.3398666666666667,,0.0
Sikkim,Gangtok,Sikkim_Gangtok,31,0,0.33978709677419355,,0.0
Andhra Pradesh,East Godavari,Andhra Pradesh_East Godavari,10,0,0.33944,,0.0
Nagaland,Zunheboto,Nagaland_Zunheboto,10,0,0.3392,,0.0
Sikkim,Gyalshing,Sikkim_Gyalshing,31,0,0.33913225806451613,,0.0
Karnataka,Tumakuru,Karnataka_Tumakuru,4,0,0.3338,,0.0
Tripura,Dhalai,Tripura_Dhalai,19,0,0.33357368421052636,,0.0
Uttarakhand,Nainital,Uttarakhand_Nainital,11,0,0.33136363636363636,,0.0
Meghalaya,East Jaintia Hills,Meghalaya_East Jaintia Hills,23,0,0.33134782608695657,,0.0
Rajasthan,Dausa,Rajasthan_Dausa,11,0,0.3313,,0.0
Mizoram,Lawngtlai,Mizoram_Lawngtlai,24,0,0.3308333333333333,,0.0
Assam,South Salmara Mancachar,Assam_South Salmara Mancachar,19,0,0.3307368421052632,,0.0
Rajasthan,Jodhpur,Rajasthan_Jodhpur,12,0,0.3297,,0.0
Gujarat,Mahisagar,Gujarat_Mahisagar,18,0,0.3292833333333334,,0.0
Uttar Pradesh,Mainpuri,Uttar Pradesh_Mainpuri,13,0,0.32918461538461535,,0.0
Tamil Nadu,Krishnagiri,Tamil Nadu_Krishnagiri,10,0,0.3261,,0.0
Gujarat,Anand,Gujarat_Anand,16,0,0.32606875,,0.0
Karnataka,Davangere,Karnataka_Davangere,3,0,0.3252,,0.0
Telangana,Yadadri Bhuvanagiri,Telangana_Yadadri Bhuvanagiri,13,0,0.3251538461538462,,0.0
Sikkim,Pakyong,Sikkim_Pakyong,33,0,0.3241030303030303,,0.0
Uttar Pradesh,Hathras,Uttar Pradesh_Hathras,11,0,0.3235363636363636,,0.0
Telangana,Ranga Reddy,Telangana_Ranga Reddy,8,0,0.3232375,,0.0
Kerala,Thiruvananthapuram,Kerala_Thiruvananthapuram,27,0,0.32289999999999996,,0.0
Assam,Hojai,Assam_Hojai,20,0,0.3222,,0.0
Tamil Nadu,Coimbatore,Tamil Nadu_Coimbatore,9,0,0.3211111111111111,,0.0
Kerala,Alappuzha,Kerala_Alappuzha,28,0,0.32050357142857144,,0.0
Karnataka,Chitradurga,Karnataka_Chitradurga,4,0,0.3204,,0.0
Ladakh,Leh Ladakh,Ladakh_Leh Ladakh,24,0,0.3197875,,0.0
Uttar Pradesh,Kanpur Dehat,Uttar Pradesh_Kanpur Dehat,11,0,0.3194181818181818,,0.0
Gujarat,Botad,Gujarat_Botad,22,0,0.3185090909090909,,0.0
Gujarat,Vadodara,Gujarat_Vadodara,16,0,0.3177875,,0.0
Uttar Pradesh,Auraiya,Uttar Pradesh_Auraiya,11,0,0.3176090909090909,,0.0
Arunachal Pradesh,Kra Daadi,Arunachal Pradesh_Kra Daadi,28,0,0.3173535714285714,,0.0
Telangana,Khammam,Telangana_Khammam,10,0,0.31702,,0.0
Gujarat,Surendranagar,Gujarat_Surendranagar,16,0,0.3158625,,0.0
Tamil Nadu,The Nilgiris,Tamil Nadu_The Nilgiris,17,0,0.315535294117647,,0.0
Ladakh,Kargil,Ladakh_Kargil,30,0,0.3144166666666667,,0.0
Uttar Pradesh,Fatehpur,Uttar Pradesh_Fatehpur,9,0,0.31348888888888893,,0.0
Karnataka,Kalaburagi,Karnataka_Kalaburagi,3,0,0.3133666666666667,,0.0
Uttar Pradesh,Firozabad,Uttar Pradesh_Firozabad,8,0,0.3132875,,0.0
West Bengal,Bankura,West Bengal_Bankura,10,0,0.31212,,0.0
Sikkim,Soreng,Sikkim_Soreng,35,0,0.3117,,0.0
Himachal Pradesh,Mandi,Himachal Pradesh_Mandi,13,0,0.3102615384615385,,0.0
Telangana,Sangareddy,Telangana_Sangareddy,12,0,0.31009166666666665,,0.0
Telangana,Medchal Malkajgiri,Telangana_Medchal Malkajgiri,15,0,0.3100133333333333,,0.0
Uttar Pradesh,Bulandshahr,Uttar Pradesh_Bulandshahr,11,0,0.3065272727272727,,0.0
Gujarat,Arvalli,Gujarat_Arvalli,21,0,0.304452380952381,,0.0
West Bengal,24 Paraganas North,West Bengal_24 Paraganas North,20,0,0.30439,,0.0
Arunachal Pradesh,Pakke Kessang,Arunachal Pradesh_Pakke Kessang,27,0,0.3036407407407407,,0.0
Gujarat,Panch Mahals,Gujarat_Panch Mahals,15,0,0.30356,,0.0
Arunachal Pradesh,Kurung Kumey,Arunachal Pradesh_Kurung Kumey,26,0,0.3034653846153846,,0.0
Gujarat,Valsad,Gujarat_Valsad,20,0,0.302195,,0.0
Jammu & Kashmir,Rajouri,Jammu & Kashmir_Rajouri,13,0,0.30164615384615384,,0.0
Arunachal Pradesh,Papum Pare,Arunachal Pradesh_Papum Pare,21,0,0.30151428571428573,,0.0
Himachal Pradesh,Kangra,Himachal Pradesh_Kangra,11,0,0.3013181818181818,,0.0
Telangana,Medak,Telangana_Medak,4,0,0.30055,,0.0
Tamil Nadu,Erode,Tamil Nadu_Erode,8,0,0.30005000000000004,,0.0
Uttar Pradesh,Farrukhabad,Uttar Pradesh_Farrukhabad,12,0,0.29980833333333334,,0.0
Himachal Pradesh,Shimla,Himachal Pradesh_Shimla,15,0,0.29914,,0.0
Kerala,Kannur,Kerala_Kannur,28,0,0.2986321428571429,,0.0
Jammu & Kashmir,Udhampur,Jammu & Kashmir_Udhampur,14,0,0.2984857142857143,,0.0
West Bengal,Hooghly,West Bengal_Hooghly,17,0,0.2967941176470588,,0.0
Karnataka,Dakshina Kannada,Karnataka_Dakshina Kannada,14,0,0.29642857142857143,,0.0
Uttar Pradesh,Etawah,Uttar Pradesh_Etawah,12,0,0.29633333333333334,,0.0
Arunachal Pradesh,East Siang,Arunachal Pradesh_East Siang,22,0,0.2955318181818182,,0.0
Kerala,Kollam,Kerala_Kollam,30,0,0.2948133333333333,,0.0
Maharashtra,Chandrapur,Maharashtra_Chandrapur,18,0,0.2939777777777778,,0.0
Telangana,Nalgonda,Telangana_Nalgonda,10,0,0.29396,,0.0
Gujarat,Tapi,Gujarat_Tapi,19,0,0.293821052631579,,0.0
Arunachal Pradesh,West Siang,Arunachal Pradesh_West Siang,21,0,0.2935047619047619,,0.0
Kerala,Pathanamthitta,Kerala_Pathanamthitta,30,0,0.29291999999999996,,0.0
Gujarat,Surat,Gujarat_Surat,15,0,0.2915,,0.0
West Bengal,Medinipur East,West Bengal_Medinipur East,21,0,0.29128571428571426,,0.0
Kerala,Kottayam,Kerala_Kottayam,33,0,0.29040606060606056,,0.0
Odisha,Gajapati,Odisha_Gajapati,8,0,0.29026250000000003,,0.0
Nagaland,Mon,Nagaland_Mon,7,0,0.28754285714285716,,0.0
Kerala,Ernakulam,Kerala_Ernakulam,31,0,0.287441935483871,,0.0
Arunachal Pradesh,Leparada,Arunachal Pradesh_Leparada,23,0,0.2873,,0.0
Uttarakhand,Dehradun,Uttarakhand_Dehradun,10,0,0.28694,,0.0
Nagaland,Mokokchung,Nagaland_Mokokchung,7,0,0.28682857142857143,,0.0
Arunachal Pradesh,Lower Dibang Valley,Arunachal Pradesh_Lower Dibang Valley,21,0,0.28626666666666667,,0.0
Arunachal Pradesh,Lower Subansiri,Arunachal Pradesh_Lower Subansiri,22,0,0.28545454545454546,,0.0
Madhya Pradesh,Gwalior,Madhya Pradesh_Gwalior,12,0,0.2850916666666667,,0.0
Tamil Nadu,Theni,Tamil Nadu_Theni,10,0,0.28481999999999996,,0.0
DNHDD,Dadra And Nagar Haveli,DNHDD_Dadra And Nagar Haveli,24,0,0.2842166666666667,,0.0
Bihar,Nawada,Bihar_Nawada,7,0,0.28419999999999995,,0.0
Karnataka,Vijayapura,Karnataka_Vijayapura,3,0,0.28086666666666665,,0.0
Gujarat,Navsari,Gujarat_Navsari,19,0,0.28054736842105266,,0.0
Karnataka,Udupi,Karnataka_Udupi,11,0,0.2797272727272727,,0.0
Telangana,Vikarabad,Telangana_Vikarabad,13,0,0.2793538461538462,,0.0
Bihar,Rohtas,Bihar_Rohtas,8,0,0.2790125,,0.0
Arunachal Pradesh,Siang,Arunachal Pradesh_Siang,22,0,0.27785,,0.0
Kerala,Idukki,Kerala_Idukki,24,0,0.2777875,,0.0
Arunachal Pradesh,Lower Siang,Arunachal Pradesh_Lower Siang,23,0,0.27750434782608696,,0.0
Odisha,Rayagada,Odisha_Rayagada,8,0,0.2759375,,0.0
Odisha,Kendujhar,Odisha_Kendujhar,5,0,0.27424,,0.0
Jammu & Kashmir,Reasi,Jammu & Kashmir_Reasi,17,0,0.2737823529411765,,0.0
Nagaland,Phek,Nagaland_Phek,9,0,0.2735888888888889,,0.0
West Bengal,Alipurduar,West Bengal_Alipurduar,22,0,0.2721409090909091,,0.0
Maharashtra,Jalgaon,Maharashtra_Jalgaon,17,0,0.27151764705882353,,0.0
Himachal Pradesh,Lahul And Spiti,Himachal Pradesh_Lahul And Spiti,31,0,0.27006129032258064,,0.0
Telangana,Siddipet,Telangana_Siddipet,13,0,0.2692307692307692,,0.0
Kerala,Kozhikode,Kerala_Kozhikode,32,0,0.269184375,,0.0
Kerala,Kasaragod,Kerala_Kasaragod,24,0,0.2688083333333333,,0.0
Bihar,Buxar,Bihar_Buxar,13,0,0.2684307692307692,,0.0
Telangana,Rajanna Sircilla,Telangana_Rajanna Sircilla,13,0,0.26824615384615386,,0.0
Arunachal Pradesh,Upper Siang,Arunachal Pradesh_Upper Siang,25,0,0.268024,,0.0
Karnataka,Haveri,Karnataka_Haveri,3,0,0.26689999999999997,,0.0
Uttarakhand,Pauri Garhwal,Uttarakhand_Pauri Garhwal,13,0,0.26569230769230767,,0.0
Nagaland,Wokha,Nagaland_Wokha,7,0,0.2655142857142857,,0.0
Telangana,Bhadradri Kothagudem,Telangana_Bhadradri Kothagudem,15,0,0.26536,,0.0
Rajasthan,Jaipur,Rajasthan_Jaipur,10,0,0.26398,,0.0
Jammu & Kashmir,Kishtwar,Jammu & Kashmir_Kishtwar,22,0,0.26387272727272726,,0.0
Gujarat,Dang,Gujarat_Dang,22,0,0.2637772727272727,,0.0
Bihar,Kishanganj,Bihar_Kishanganj,9,0,0.2636444444444444,,0.0
Maharashtra,Osmanabad,Maharashtra_Osmanabad,15,0,0.26364,,0.0
Maharashtra,Hingoli,Maharashtra_Hingoli,17,0,0.2631058823529412,,0.0
Kerala,Malappuram,Kerala_Malappuram,27,0,0.2628185185185185,,0.0
Rajasthan,Bikaner,Rajasthan_Bikaner,9,0,0.2624222222222222,,0.0
Nagaland,Kiphire,Nagaland_Kiphire,10,0,0.26197,,0.0
Maharashtra,Thane,Maharashtra_Thane,22,0,0.26079545454545455,,0.0
Madhya Pradesh,Satna,Madhya Pradesh_Satna,2,0,0.25994999999999996,,0.0
Uttarakhand,Rudra Prayag,Uttarakhand_Rudra Prayag,18,0,0.25946111111111114,,0.0
Telangana,Nirmal,Telangana_Nirmal,14,0,0.25925714285714285,,0.0
Andhra Pradesh,Vizianagaram,Andhra Pradesh_Vizianagaram,9,0,0.2590222222222222,,0.0
Punjab,Pathankot,Punjab_Pathankot,32,0,0.25891875,,0.0
Bihar,Gaya,Bihar_Gaya,7,0,0.2572285714285714,,0.0
Maharashtra,Solapur,Maharashtra_Solapur,15,0,0.2564,,0.0
Himachal Pradesh,Kinnaur,Himachal Pradesh_Kinnaur,30,0,0.2559366666666667,,0.0
Maharashtra,Nandurbar,Maharashtra_Nandurbar,16,0,0.2549125,,0.0
Sikkim,Mangan,Sikkim_Mangan,32,0,0.254309375,,0.0
Odisha,Dhenkanal,Odisha_Dhenkanal,13,0,0.25400769230769227,,0.0
Maharashtra,Jalna,Maharashtra_Jalna,16,0,0.25381875,,0.0
Odisha,Mayurbhanj,Odisha_Mayurbhanj,7,0,0.2535857142857143,,0.0
Maharashtra,Aurangabad,Maharashtra_Aurangabad,15,0,0.2534666666666667,,0.0
Odisha,Sundargarh,Odisha_Sundargarh,7,0,0.2520857142857143,,0.0
Uttarakhand,Bageshwar,Uttarakhand_Bageshwar,14,0,0.25193571428571426,,0.0
Karnataka,Bidar,Karnataka_Bidar,3,0,0.2513666666666667,,0.0
Nagaland,Kohima,Nagaland_Kohima,8,0,0.2512,,0.0
West Bengal,Purba Bardhaman,West Bengal_Purba Bardhaman,13,0,0.25106153846153845,,0.0
Maharashtra,Beed,Maharashtra_Beed,15,0,0.25082666666666664,,0.0
Arunachal Pradesh,East Kameng,Arunachal Pradesh_East Kameng,25,0,0.24962399999999998,,0.0
Odisha,Koraput,Odisha_Koraput,6,0,0.24938333333333332,,0.0
Maharashtra,Kolhapur,Maharashtra_Kolhapur,17,0,0.24835882352941177,,0.0
Bihar,Begusarai,Bihar_Begusarai,5,0,0.24828,,0.0
Madhya Pradesh,Singrauli,Madhya Pradesh_Singrauli,5,0,0.24787999999999996,,0.0
West Bengal,Murshidabad,West Bengal_Murshidabad,15,0,0.24713333333333332,,0.0
Uttarakhand,Tehri Garhwal,Uttarakhand_Tehri Garhwal,16,0,0.24655,,0.0
Maharashtra,Dhule,Maharashtra_Dhule,15,0,0.24617999999999998,,0.0
Karnataka,Hassan,Karnataka_Hassan,4,0,0.2439,,0.0
Arunachal Pradesh,Anjaw,Arunachal Pradesh_Anjaw,24,0,0.24309583333333332,,0.0
Maharashtra,Ahmednagar,Maharashtra_Ahmednagar,15,0,0.24244000000000002,,0.0
Haryana,Panchkula,Haryana_Panchkula,16,0,0.24201875,,0.0
Bihar,Banka,Bihar_Banka,12,0,0.24189166666666664,,0.0
